region,category,year,population_MHd
Asia,urban,1978,635.754
Asia,urban,1979,662.326
Asia,urban,1980,690.332
Asia,urban,1981,719.607
Asia,urban,1982,748.936
Asia,urban,1983,777.747
Asia,urban,1984,807.702
Asia,urban,1985,838.739
Asia,urban,1986,871.012
Asia,urban,1987,904.354
Asia,urban,1988,938.438
Asia,urban,1989,972.884
Asia,urban,1990,1007.58
Asia,urban,1991,1042.42
Asia,urban,1992,1109.606
Asia,urban,1993,1144.561
Asia,urban,1994,1179.815
Asia,urban,1995,1215.521
Asia,urban,1996,1251.553
Asia,urban,1997,1287.808
Asia,urban,1998,1324.508
Asia,urban,1999,1361.681
Asia,urban,2000,1399.722
Asia,urban,2001,1442.5
Asia,urban,2002,1488.69
Asia,urban,2003,1535.555
Asia,urban,2004,1583.177
Asia,urban,2005,1631.489
Asia,urban,2006,1679.7
Asia,urban,2007,1728.131
Asia,urban,2008,1777.207
Asia,urban,2009,1826.818
Asia,urban,2010,1877.015
Asia,urban,2011,1925.391
Asia,urban,2012,1973.541
Asia,urban,2013,2022.052
Asia,urban,2014,2070.811
Asia,urban,2015,2119.873
Asia,urban,2016,2168.88
Asia,urban,2017,2217.724
Asia,urban,2018,2266.13
Asia,urban,2019,2314.052
Asia,urban,2020,2361.464
Asia,urban,2021,2408.318
Central America,rural,1950,23.13
Central America,rural,1951,23.518
Central America,rural,1952,23.928
Central America,rural,1953,24.358
Central America,rural,1954,24.801
Central America,rural,1955,25.257
Central America,rural,1956,25.721
Central America,rural,1957,26.193
Central America,rural,1958,26.67
Central America,rural,1959,27.151
Central America,rural,1960,27.635
Central America,rural,1961,28.112
Central America,rural,1962,28.591
Central America,rural,1963,29.066
Central America,rural,1964,29.53
Central America,rural,1965,30.005
Central America,rural,1966,30.474
Central America,rural,1967,30.936
Central America,rural,1968,31.4
Central America,rural,1969,31.866
Central America,rural,1970,32.355
Central America,rural,1971,32.877
Central America,rural,1972,33.401
Central America,rural,1973,33.919
Central America,rural,1974,34.421
Central America,rural,1975,34.895
Central America,rural,1976,35.333
Central America,rural,1977,35.741
Central America,rural,1978,36.117
Central America,rural,1979,36.465
Central America,rural,1980,36.795
Central America,rural,1981,37.211
Central America,rural,1982,37.604
Central America,rural,1983,37.978
Central America,rural,1984,38.332
Central America,rural,1985,38.656
Central America,rural,1986,38.961
Central America,rural,1987,39.249
Central America,rural,1988,39.526
Central America,rural,1989,39.809
Central America,rural,1990,40.116
Central America,rural,1991,40.473
Central America,rural,1992,40.833
Central America,rural,1993,41.155
Central America,rural,1994,41.445
Central America,rural,1995,41.705
Central America,rural,1996,42.01
Central America,rural,1997,42.33
Central America,rural,1998,42.628
Central America,rural,1999,42.936
Central America,rural,2000,43.192
Central America,rural,2001,43.369
Central America,rural,2002,43.511
Central America,rural,2003,43.64
Central America,rural,2004,43.786
Central America,rural,2005,43.948
Central America,rural,2006,44.131
Central America,rural,2007,44.329
Central America,rural,2008,44.514
Central America,rural,2009,44.692
Central America,rural,2010,44.851
Central America,rural,2011,44.986
Central America,rural,2012,45.101
Central America,rural,2013,45.196
Central America,rural,2014,45.27
Central America,rural,2015,45.331
Central America,rural,2016,45.374
Central America,rural,2017,45.399
Central America,rural,2018,45.405
Central America,rural,2019,45.39
Central America,rural,2020,45.36
Central America,rural,2021,45.308
Central America,urban,1950,14.927
Central America,urban,1951,15.626
Central America,urban,1952,16.37
Central America,urban,1953,17.158
Central America,urban,1954,17.989
Central America,urban,1955,18.863
Central America,urban,1956,19.78
Central America,urban,1957,20.74
Central America,urban,1958,21.74
Central America,urban,1959,22.79
Central America,urban,1960,23.884
Central America,urban,1961,25.032
Central America,urban,1962,26.225
Central America,urban,1963,27.469
Central America,urban,1964,28.77
Central America,urban,1965,30.105
Central America,urban,1966,31.486
Central America,urban,1967,32.915
Central America,urban,1968,34.401
Central America,urban,1969,35.953
Central America,urban,1970,37.571
Central America,urban,1971,39.244
Central America,urban,1972,40.995
Central America,urban,1973,42.801
Central America,urban,1974,44.64
Central America,urban,1975,46.48
Central America,urban,1976,48.343
Central America,urban,1977,50.21
Central America,urban,1978,52.087
Central America,urban,1979,53.976
Central America,urban,1980,55.87
Central America,urban,1981,57.667
Central America,urban,1982,59.471
Central America,urban,1983,61.286
Central America,urban,1984,63.115
Central America,urban,1985,64.973
Central America,urban,1986,66.847
Central America,urban,1987,68.737
Central America,urban,1988,70.656
Central America,urban,1989,72.617
Central America,urban,1990,74.615
Central America,urban,1991,76.63
Central America,urban,1992,78.711
Central America,urban,1993,80.851
Central America,urban,1994,83.006
Central America,urban,1995,85.139
Central America,urban,1996,87.169
Central America,urban,1997,89.137
Central America,urban,1998,91.077
Central America,urban,1999,92.943
Central America,urban,2000,94.801
Central America,urban,2001,96.664
Central America,urban,2002,98.503
Central America,urban,2003,100.347
Central America,urban,2004,102.254
Central America,urban,2005,104.264
Central America,urban,2006,106.398
Central America,urban,2007,108.643
Central America,urban,2008,110.984
Central America,urban,2009,113.35
Central America,urban,2010,115.705
Central America,urban,2011,118.042
Central America,urban,2012,120.366
Central America,urban,2013,122.68
Central America,urban,2014,124.991
Central America,urban,2015,127.304
Central America,urban,2016,129.61
Central America,urban,2017,131.918
Central America,urban,2018,134.212
Central America,urban,2019,136.495
Central America,urban,2020,138.768
Central America,urban,2021,141.027
Europe,rural,1950,281.661
Europe,rural,1951,281.233
Europe,rural,1952,281.04
Europe,rural,1953,280.927
Europe,rural,1954,280.8
Europe,rural,1955,280.446
Europe,rural,1956,280.031
Europe,rural,1957,279.58
Europe,rural,1958,279.031
Europe,rural,1959,278.577
Europe,rural,1960,278.269
Europe,rural,1961,277.863
Europe,rural,1962,277.464
Europe,rural,1963,276.78
Europe,rural,1964,275.903
Europe,rural,1965,274.758
Europe,rural,1966,273.399
Europe,rural,1967,271.859
Europe,rural,1968,270.274
Europe,rural,1969,268.851
Europe,rural,1970,267.429
Europe,rural,1971,266.038
Europe,rural,1972,264.662
Europe,rural,1973,263.297
Europe,rural,1974,261.866
Europe,rural,1975,260.491
Europe,rural,1976,259.159
Europe,rural,1977,257.748
Europe,rural,1978,256.246
Europe,rural,1979,254.989
Europe,rural,1980,254.028
Europe,rural,1981,253.202
Europe,rural,1982,252.755
Europe,rural,1983,252.405
Europe,rural,1984,252.165
Europe,rural,1985,252.049
Europe,rural,1986,251.857
Europe,rural,1987,251.432
Europe,rural,1988,250.99
Europe,rural,1989,251.127
Europe,rural,1990,251.556
Europe,rural,1991,251.732
Europe,rural,1992,216.385
Europe,rural,1993,215.982
Europe,rural,1994,215.401
Europe,rural,1995,214.7
Europe,rural,1996,213.978
Europe,rural,1997,213.137
Europe,rural,1998,212.245
Europe,rural,1999,211.35
Europe,rural,2000,210.476
Europe,rural,2001,209.575
Europe,rural,2002,208.405
Europe,rural,2003,207.204
Europe,rural,2004,206.023
Europe,rural,2005,204.858
Europe,rural,2006,203.74
Europe,rural,2007,202.673
Europe,rural,2008,201.623
Europe,rural,2009,200.555
Europe,rural,2010,199.49
Europe,rural,2011,198.365
Europe,rural,2012,197.24
Europe,rural,2013,196.1
Europe,rural,2014,194.873
Europe,rural,2015,193.667
Europe,rural,2016,192.417
Europe,rural,2017,191.115
Europe,rural,2018,189.737
Europe,rural,2019,188.27
Europe,rural,2020,186.706
Europe,rural,2021,185.042
Europe,urban,1950,292.972
Europe,urban,1951,299.049
Europe,urban,1952,305.367
Europe,urban,1953,311.903
Europe,urban,1954,318.647
Europe,urban,1955,325.623
Europe,urban,1956,332.715
Europe,urban,1957,339.87
Europe,urban,1958,347.17
Europe,urban,1959,354.494
Europe,urban,1960,361.84
Europe,urban,1961,369.457
Europe,urban,1962,377.175
Europe,urban,1963,385.125
Europe,urban,1964,393.008
Europe,urban,1965,400.752
Europe,urban,1966,408.233
Europe,urban,1967,415.461
Europe,urban,1968,422.411
Europe,urban,1969,429.049
Europe,urban,1970,435.655
Europe,urban,1971,442.236
Europe,urban,1972,448.768
Europe,urban,1973,455.215
Europe,urban,1974,461.59
Europe,urban,1975,467.724
Europe,urban,1976,473.631
Europe,urban,1977,479.457
Europe,urban,1978,485.234
Europe,urban,1979,490.653
Europe,urban,1980,495.687
Europe,urban,1981,500.475
Europe,urban,1982,504.774
Europe,urban,1983,508.931
Europe,urban,1984,513.017
Europe,urban,1985,517.064
Europe,urban,1986,521.305
Europe,urban,1987,525.839
Europe,urban,1988,530.294
Europe,urban,1989,533.863
Europe,urban,1990,536.677
Europe,urban,1991,539.257
Europe,urban,1992,508.915
Europe,urban,1993,510.622
Europe,urban,1994,512.133
Europe,urban,1995,513.345
Europe,urban,1996,514.254
Europe,urban,1997,514.894
Europe,urban,1998,515.405
Europe,urban,1999,515.967
Europe,urban,2000,516.725
Europe,urban,2001,517.78
Europe,urban,2002,519.349
Europe,urban,2003,521.193
Europe,urban,2004,523.229
Europe,urban,2005,525.432
Europe,urban,2006,527.793
Europe,urban,2007,530.291
Europe,urban,2008,532.852
Europe,urban,2009,535.356
Europe,urban,2010,537.67
Europe,urban,2011,539.813
Europe,urban,2012,541.736
Europe,urban,2013,543.563
Europe,urban,2014,545.337
Europe,urban,2015,547.147
Europe,urban,2016,549.03
Europe,urban,2017,550.959
Europe,urban,2018,552.911
Europe,urban,2019,554.832
Europe,urban,2020,556.684
Europe,urban,2021,558.454
Northern America,rural,1950,73.18
Northern America,rural,1951,73.122
Northern America,rural,1952,73.125
Northern America,rural,1953,73.198
Northern America,rural,1954,73.306
Northern America,rural,1955,73.42
Northern America,rural,1956,73.53399999999999
Northern America,rural,1957,73.672
Northern America,rural,1958,73.781
Northern America,rural,1959,73.862
Northern America,rural,1960,73.952
Northern America,rural,1961,74.233
Northern America,rural,1962,74.417
Northern America,rural,1963,74.541
Northern America,rural,1964,74.596
Northern America,rural,1965,74.586
Northern America,rural,1966,74.506
Northern America,rural,1967,74.40700000000001
Northern America,rural,1968,74.258
Northern America,rural,1969,74.08
Northern America,rural,1970,74.082
Northern America,rural,1971,74.60600000000001
Northern America,rural,1972,75.253
Northern America,rural,1973,75.908
Northern America,rural,1974,76.562
Northern America,rural,1975,77.213
Northern America,rural,1976,77.861
Northern America,rural,1977,78.478
Northern America,rural,1978,79.098
Northern America,rural,1979,79.72
Northern America,rural,1980,80.239
Northern America,rural,1981,80.442
Northern America,rural,1982,80.67099999999999
Northern America,rural,1983,80.901
Northern America,rural,1984,81.131
Northern America,rural,1985,81.373
Northern America,rural,1986,81.62700000000001
Northern America,rural,1987,81.916
Northern America,rural,1988,82.231
Northern America,rural,1989,82.544
Northern America,rural,1990,82.70599999999999
Northern America,rural,1991,82.417
Northern America,rural,1992,82.069
Northern America,rural,1993,81.771
Northern America,rural,1994,81.456
Northern America,rural,1995,81.155
Northern America,rural,1996,80.878
Northern America,rural,1997,80.58699999999999
Northern America,rural,1998,80.286
Northern America,rural,1999,79.947
Northern America,rural,2000,79.679
Northern America,rural,2001,79.662
Northern America,rural,2002,79.664
Northern America,rural,2003,79.593
Northern America,rural,2004,79.556
Northern America,rural,2005,79.548
Northern America,rural,2006,79.539
Northern America,rural,2007,79.512
Northern America,rural,2008,79.474
Northern America,rural,2009,79.412
Northern America,rural,2010,79.31200000000001
Northern America,rural,2011,79.169
Northern America,rural,2012,79.021
Northern America,rural,2013,78.835
Northern America,rural,2014,78.62
Northern America,rural,2015,78.38
Northern America,rural,2016,78.11699999999999
Northern America,rural,2017,77.834
Northern America,rural,2018,77.523
Northern America,rural,2019,77.185
Northern America,rural,2020,76.825
Northern America,rural,2021,76.443
Northern America,urban,1950,116.49799999999999
Northern America,urban,1951,119.34299999999999
Northern America,urban,1952,122.484
Northern America,urban,1953,125.827
Northern America,urban,1954,129.335
Northern America,urban,1955,132.969
Northern America,urban,1956,136.69
Northern America,urban,1957,140.409
Northern America,urban,1958,144.159
Northern America,urban,1959,147.914
Northern America,urban,1960,151.578
Northern America,urban,1961,154.98
Northern America,urban,1962,158.37699999999998
Northern America,urban,1963,161.707
Northern America,urban,1964,164.95499999999998
Northern America,urban,1965,168.109
Northern America,urban,1966,171.155
Northern America,urban,1967,174.05599999999998
Northern America,urban,1968,176.893
Northern America,urban,1969,179.685
Northern America,urban,1970,182.368
Northern America,urban,1971,184.53900000000002
Northern America,urban,1972,186.606
Northern America,urban,1973,188.691
Northern America,urban,1974,190.791
Northern America,urban,1975,192.9
Northern America,urban,1976,195.027
Northern America,urban,1977,197.209
Northern America,urban,1978,199.442
Northern America,urban,1979,201.62
Northern America,urban,1980,203.947
Northern America,urban,1981,206.601
Northern America,urban,1982,209.246
Northern America,urban,1983,211.918
Northern America,urban,1984,214.634
Northern America,urban,1985,217.391
Northern America,urban,1986,220.199
Northern America,urban,1987,223.024
Northern America,urban,1988,225.899
Northern America,urban,1989,228.8
Northern America,urban,1990,231.877
Northern America,urban,1991,235.41299999999998
Northern America,urban,1992,239.02100000000002
Northern America,urban,1993,242.654
Northern America,urban,1994,246.441
Northern America,urban,1995,250.382
Northern America,urban,1996,254.511
Northern America,urban,1997,258.824
Northern America,urban,1998,263.204
Northern America,urban,1999,267.525
Northern America,urban,2000,271.57
Northern America,urban,2001,275.10699999999997
Northern America,urban,2002,278.405
Northern America,urban,2003,281.644
Northern America,urban,2004,284.84200000000004
Northern America,urban,2005,288.114
Northern America,urban,2006,291.50100000000003
Northern America,urban,2007,294.995
Northern America,urban,2008,298.517
Northern America,urban,2009,301.98499999999996
Northern America,urban,2010,305.35
Northern America,urban,2011,308.594
Northern America,urban,2012,311.712
Northern America,urban,2013,314.77500000000003
Northern America,urban,2014,317.837
Northern America,urban,2015,320.935
Northern America,urban,2016,324.079
Northern America,urban,2017,327.25699999999995
Northern America,urban,2018,330.483
Northern America,urban,2019,333.732
Northern America,urban,2020,337.012
Northern America,urban,2021,340.321
Oceania,rural,1950,4.742
Oceania,rural,1951,4.798
Oceania,rural,1952,4.849
Oceania,rural,1953,4.898
Oceania,rural,1954,4.95
Oceania,rural,1955,4.998
Oceania,rural,1956,5.048
Oceania,rural,1957,5.095
Oceania,rural,1958,5.143
Oceania,rural,1959,5.192
Oceania,rural,1960,5.24
Oceania,rural,1961,5.287
Oceania,rural,1962,5.345
Oceania,rural,1963,5.403
Oceania,rural,1964,5.463
Oceania,rural,1965,5.526
Oceania,rural,1966,5.594
Oceania,rural,1967,5.672
Oceania,rural,1968,5.748
Oceania,rural,1969,5.819
Oceania,rural,1970,5.884
Oceania,rural,1971,5.938
Oceania,rural,1972,6.019
Oceania,rural,1973,6.099
Oceania,rural,1974,6.177
Oceania,rural,1975,6.255
Oceania,rural,1976,6.334
Oceania,rural,1977,6.417
Oceania,rural,1978,6.503
Oceania,rural,1979,6.593
Oceania,rural,1980,6.689
Oceania,rural,1981,6.793
Oceania,rural,1982,6.932
Oceania,rural,1983,7.074
Oceania,rural,1984,7.217
Oceania,rural,1985,7.36
Oceania,rural,1986,7.5
Oceania,rural,1987,7.63
Oceania,rural,1988,7.762
Oceania,rural,1989,7.895
Oceania,rural,1990,8.03
Oceania,rural,1991,8.186
Oceania,rural,1992,8.362
Oceania,rural,1993,8.544
Oceania,rural,1994,8.727
Oceania,rural,1995,8.913
Oceania,rural,1996,9.101
Oceania,rural,1997,9.296
Oceania,rural,1998,9.494
Oceania,rural,1999,9.695
Oceania,rural,2000,9.9
Oceania,rural,2001,10.1
Oceania,rural,2002,10.256
Oceania,rural,2003,10.414
Oceania,rural,2004,10.578
Oceania,rural,2005,10.749
Oceania,rural,2006,10.928
Oceania,rural,2007,11.118
Oceania,rural,2008,11.311
Oceania,rural,2009,11.504
Oceania,rural,2010,11.695
Oceania,rural,2011,11.882
Oceania,rural,2012,12.065
Oceania,rural,2013,12.2
Oceania,rural,2014,12.426
Oceania,rural,2015,12.61
Oceania,rural,2016,12.784
Oceania,rural,2017,12.96
Oceania,rural,2018,13.132
Oceania,rural,2019,13.301
Oceania,rural,2020,13.465
Oceania,rural,2021,13.624
Oceania,urban,1950,7.906
Oceania,urban,1951,8.17
Oceania,urban,1952,8.427
Oceania,urban,1953,8.674
Oceania,urban,1954,8.923
Oceania,urban,1955,9.179
Oceania,urban,1956,9.445
Oceania,urban,1957,9.72
Oceania,urban,1958,10.009
Oceania,urban,1959,10.298
Oceania,urban,1960,10.585
Oceania,urban,1961,10.87
Oceania,urban,1962,11.146
Oceania,urban,1963,11.427
Oceania,urban,1964,11.725
Oceania,urban,1965,12.045
Oceania,urban,1966,12.389
Oceania,urban,1967,12.75
Oceania,urban,1968,13.114
Oceania,urban,1969,13.48
Oceania,urban,1970,13.834
Oceania,urban,1971,14.175
Oceania,urban,1972,14.47
Oceania,urban,1973,14.75
Oceania,urban,1974,15.007
Oceania,urban,1975,15.252
Oceania,urban,1976,15.478
Oceania,urban,1977,15.684
Oceania,urban,1978,15.885
Oceania,urban,1979,16.092
Oceania,urban,1980,16.316
Oceania,urban,1981,16.558
Oceania,urban,1982,16.791
Oceania,urban,1983,17.04
Oceania,urban,1984,17.3
Oceania,urban,1985,17.569
Oceania,urban,1986,17.849
Oceania,urban,1987,18.144
Oceania,urban,1988,18.445
Oceania,urban,1989,18.745
Oceania,urban,1990,19.041
Oceania,urban,1991,19.315
Oceania,urban,1992,19.567
Oceania,urban,1993,19.809
Oceania,urban,1994,20.04
Oceania,urban,1995,20.272
Oceania,urban,1996,20.492
Oceania,urban,1997,20.701
Oceania,urban,1998,20.908
Oceania,urban,1999,21.115
Oceania,urban,2000,21.329
Oceania,urban,2001,21.56
Oceania,urban,2002,21.839
Oceania,urban,2003,22.138
Oceania,urban,2004,22.46
Oceania,urban,2005,22.82
Oceania,urban,2006,23.2
Oceania,urban,2007,23.63
Oceania,urban,2008,24.069
Oceania,urban,2009,24.511
Oceania,urban,2010,24.941
Oceania,urban,2011,25.356
Oceania,urban,2012,25.759
Oceania,urban,2013,26.153
Oceania,urban,2014,26.544
Oceania,urban,2015,26.94
Oceania,urban,2016,27.334
Oceania,urban,2017,27.731
Oceania,urban,2018,28.129
Oceania,urban,2019,28.526
Oceania,urban,2020,28.919
Oceania,urban,2021,29.31
South America,rural,1950,65.15
South America,rural,1951,65.94
South America,rural,1952,66.699
South America,rural,1953,67.43
South America,rural,1954,68.13
South America,rural,1955,68.795
South America,rural,1956,69.428
South America,rural,1957,70.04
South America,rural,1958,70.633
South America,rural,1959,71.22
South America,rural,1960,71.79
South America,rural,1961,72.44
South America,rural,1962,73.059
South America,rural,1963,73.653
South America,rural,1964,74.204
South America,rural,1965,74.825
South America,rural,1966,75.398
South America,rural,1967,75.921
South America,rural,1968,76.387
South America,rural,1969,76.797
South America,rural,1970,77.143
South America,rural,1971,77.413
South America,rural,1972,77.63
South America,rural,1973,77.849
South America,rural,1974,78.042
South America,rural,1975,78.192
South America,rural,1976,78.314
South America,rural,1977,78.39
South America,rural,1978,78.428
South America,rural,1979,78.438
South America,rural,1980,78.414
South America,rural,1981,78.356
South America,rural,1982,78.3
South America,rural,1983,78.255
South America,rural,1984,78.155
South America,rural,1985,78.002
South America,rural,1986,77.82
South America,rural,1987,77.596
South America,rural,1988,77.317
South America,rural,1989,76.995
South America,rural,1990,76.625
South America,rural,1991,76.245
South America,rural,1992,75.876
South America,rural,1993,75.483
South America,rural,1994,75.044
South America,rural,1995,74.573
South America,rural,1996,74.068
South America,rural,1997,73.417
South America,rural,1998,72.723
South America,rural,1999,71.997
South America,rural,2000,71.237
South America,rural,2001,71.011
South America,rural,2002,70.902
South America,rural,2003,70.82
South America,rural,2004,70.71
South America,rural,2005,70.574
South America,rural,2006,70.408
South America,rural,2007,70.215
South America,rural,2008,70.038
South America,rural,2009,69.866
South America,rural,2010,69.683
South America,rural,2011,69.488
South America,rural,2012,69.293
South America,rural,2013,69.099
South America,rural,2014,68.892
South America,rural,2015,68.668
South America,rural,2016,68.426
South America,rural,2017,68.169
South America,rural,2018,67.888
South America,rural,2019,67.584
South America,rural,2020,67.258
South America,rural,2021,66.91
South America,urban,1950,48.634
South America,urban,1951,51.019
South America,urban,1952,53.5
South America,urban,1953,56.077
South America,urban,1954,58.747
South America,urban,1955,61.513
South America,urban,1956,64.381
South America,urban,1957,67.353
South America,urban,1958,70.443
South America,urban,1959,73.661
South America,urban,1960,77.019
South America,urban,1961,80.439
South America,urban,1962,84.02
South America,urban,1963,87.731
South America,urban,1964,91.6
South America,urban,1965,95.36
South America,urban,1966,99.251
South America,urban,1967,103.235
South America,urban,1968,107.309
South America,urban,1969,111.463
South America,urban,1970,115.7
South America,urban,1971,120.023
South America,urban,1972,124.418
South America,urban,1973,128.848
South America,urban,1974,133.381
South America,urban,1975,138.054
South America,urban,1976,142.858
South America,urban,1977,147.803
South America,urban,1978,152.884
South America,urban,1979,158.093
South America,urban,1980,163.433
South America,urban,1981,168.906
South America,urban,1982,174.461
South America,urban,1983,180.074
South America,urban,1984,185.755
