year,month,date_excel,date,CO2_ppm,CO2_seasonally_adjusted_ppm,CO2_fit_ppm,CO2_seasonally_adjusted_fit_ppm,CO2_filled_ppm,CO2_seasonally_adjusted_filled_ppm
2019,5,43600,2019.3699,414.83,411.42,414.57,411.16,414.83,411.42
2019,6,43631,2019.4548,413.96,411.38,413.93,411.38,413.96,411.38
2019,7,43661,2019.537,411.85,411.04,412.37,411.59,411.85,411.04
2019,8,43692,2019.6219,410.08,411.62,410.24,411.81,410.08,411.62
2019,9,43723,2019.7068,408.55,412.06,408.51,412.03,408.55,412.06
2019,10,43753,2019.789,408.43,412.07,408.63,412.25,408.43,412.07
2019,11,43784,2019.874,410.29,412.56,410.22,412.47,410.29,412.56
2019,12,43814,2019.9562,411.86,412.78,411.76,412.67,411.86,412.78
2020,1,43845,2020.041,413.37,413.32,412.94,412.87,413.37,413.32
2020,2,43876,2020.1257,414.09,413.33,413.84,413.07,414.09,413.33
2020,3,43905,2020.2049,414.51,412.94,414.84,413.24,414.51,412.94
2020,4,43936,2020.2896,416.18,413.35,416.28,413.43,416.18,413.35
2020,5,43966,2020.3716,417.17,413.75,417.01,413.6,417.17,413.75
2020,6,43997,2020.4563,416.3,413.75,416.31,413.77,416.3,413.75
2020,7,44027,2020.5383,414.49,413.7,414.69,413.94,414.49,413.7
2020,8,44058,2020.623,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2020,9,44089,2020.7077,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2020,10,44119,2020.7896,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2020,11,44150,2020.8743,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2020,12,44180,2020.9563,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
