Metadata:
[1] [P-Components-N] | 72% of 0.93 total water withdrawal
[245] [P-Overall accuracy-N] | Indicated as water consumption by the General Authority for Statistics
[246] [P-Components-N] | Surface water and groundwater account for 0.127 km3 and 0.001 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[247] [P-Components-N] | Irrigation water withdrawal only
[248] [P-Components-N] | Irrigation water withdrawal only
[249] [P-Reference period-N] | Data actually from 1992
[250] [P-Components-N] | Irrigation water withdrawal only
[251] [P-Reference period-N] | Data actually from 1992
[252] [P-Components-N] | Surface water and groundwater account for 0.124 km3 and 0.028 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[253] [P-Components-N] | Surface water and groundwater account for 0.047 km3 and 0.020 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[254] [P-Components-N] | Surface water and groundwater account for 0.043 km3 and 0.014 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[255] [P-Components-N] | Surface water and groundwater account for 0.009 km3 and 0.013 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[256] [P-Components-N] | Surface water and groundwater account for 0.018 km3 and 0.013 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[257] [P-Components-N] | Surface water and groundwater account for 0.0029 km3 and 0.0008 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[258] [P-Components-N] | Surface water and groundwater account for 0.0045 km3 and 0.0003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[259] [P-Components-N] | Surface water and groundwater account for 0.0045 km3 and 0.0002 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[260] [P-Components-N] | Surface water and groundwater account for 0.0020 km3 and 0.0003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[261] [P-Components-N] | Includes 0.296 of power generation
[262] [P-Components-N] | Urban 3.332 + rural 0.572
[263] [P-Components-N] | Surface water and groundwater account for 19.2 km3 and 4.50 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[264] [P-Components-N] | Surface water and groundwater account for 20.501 km3 and 2.931 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[265] [P-Components-N] | Surface water and groundwater account for 18.832 km3 and 4.212 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[266] [P-Components-N] | Surface water and groundwater account for 18.630 km3 and 4.550 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[267] [P-Components-N] | Surface water and groundwater account for 20.375 km3 and 5.094 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[268] [P-Components-N] | Irrigation water withdrawal only
[269] [P-Components-N] | Surface water and groundwater account for 0.054 km3 and 0.078 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[270] [P-Components-N] | Surface water and groundwater account for 0.054 km3 and 0.083 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[271] [P-Components-N] | Surface water and groundwater account for 0.054 km3 and 0.086 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[272] [P-Components-N] | Surface water and groundwater account for 0.080 km3 and 0.070 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[273] [P-Components-N] | Surface water and groundwater account for 0.055 km3 and 0.052 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[274] [P-Components-N] | Surface water and groundwater account for 0.050 km3 and 0.048 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[275] [P-Components-N] | Surface water and groundwater account for 0.12 km3 and 0.04 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[276] [P-Overall accuracy-N] | Water withdrawal were known only by sources: estimation by sector were calculated using a 2010 distribution of 80% by agriculture, 14% by municipalities, 5% by iindustries and 1% by tourism from FAO, BPEH (2014, see profile for full reference)
[277] [P-Overall accuracy-N] | Water withdrawal were known only by sources: estimation by sector were calculated using a 2010 distribution of 80% by agriculture, 14% by municipalities, 5% by iindustries and 1% by tourism from FAO, BPEH (2014, see profile for full reference)
[278] [P-Components-N] | Including 0.033 of water withdrawn by the tourism sector
[279] [P-Overall accuracy-N] | Water withdrawal were known only by sources: estimation by sector were calculated using a 2010 distribution of 80% by agriculture, 14% by municipalities, 5% by iindustries and 1% by tourism from FAO, BPEH (2014, see profile for full reference)
[280] [P-Components-N] | Surface water and groundwater account for 1.099 km3 and 0.209 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[281] [P-Observations-N] | England and Wales only
[282] [P-Components-N] | Surface water and groundwater account for 1.138 km3 and 0.193 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[283] [P-Components-N] | Surface water and groundwater account for 0.893 km3 and 0.156 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)
[284] [P-Reference Area-N] | Mainlandequals4.624;  Zanzibarequals0.042
[285] [P-Reference Area-N] | Mainlandequals0.493, Zanzibarequals0.043
[286] [P-Components-N] | This figure includes 188.49 km3 of withdrawal for irrigation, and 6.2 km3 for livestock. Withdrawal for aquaculture is unknown
