Substance category,Region,Year,Consumption (10^6 ODP kg)
A_I_CFC,LAC,1998,24.8609
A_I_CFC,WEO,1998,11.3353
A_I_CFC,AFR,1999,12.4114
A_I_CFC,AP,1999,83.1693
A_I_CFC,EE,1999,17.8985
A_I_CFC,LAC,1999,26.2619
A_I_CFC,WEO,1999,9.7431
A_I_CFC,AFR,2000,11.9791
A_I_CFC,AP,2000,80.7194
A_I_CFC,EE,2000,26.2241
A_I_CFC,LAC,2000,22.389400000000002
A_I_CFC,WEO,2000,5.639600000000001
A_I_CFC,AFR,2001,11.0204
A_I_CFC,AP,2001,71.9344
A_I_CFC,EE,2001,2.3989000000000003
A_I_CFC,LAC,2001,18.9633
A_I_CFC,WEO,2001,5.693899999999999
A_I_CFC,AFR,2002,10.9421
A_I_CFC,AP,2002,65.2037
A_I_CFC,EE,2002,1.755
A_I_CFC,LAC,2002,12.7099
A_I_CFC,WEO,2002,1.7162
A_I_CFC,AFR,2003,9.4489
A_I_CFC,AP,2003,51.4973
A_I_CFC,EE,2003,1.8499
A_I_CFC,LAC,2003,12.764899999999999
A_I_CFC,WEO,2003,2.281
A_I_CFC,AFR,2004,7.0537
A_I_CFC,AP,2004,42.4007
A_I_CFC,EE,2004,1.319
A_I_CFC,LAC,2004,13.5514
A_I_CFC,WEO,2004,1.4704000000000002
A_I_CFC,AFR,2005,4.0747
A_I_CFC,AP,2005,30.2297
A_I_CFC,EE,2005,0.8833
A_I_CFC,LAC,2005,8.6113
A_I_CFC,WEO,2005,0.37460000000000004
A_I_CFC,AFR,2006,2.566
A_I_CFC,AP,2006,26.882099999999998
A_I_CFC,EE,2006,0.7427
A_I_CFC,LAC,2006,6.2178
A_I_CFC,WEO,2006,0.6437
A_I_CFC,AFR,2007,1.0509000000000002
A_I_CFC,AP,2007,13.2957
A_I_CFC,EE,2007,0.4781
A_I_CFC,LAC,2007,0.8557
A_I_CFC,WEO,2007,0.0
A_I_CFC,AFR,2008,0.5917
A_I_CFC,AP,2008,5.3256000000000006
A_I_CFC,EE,2008,0.42319999999999997
A_I_CFC,LAC,2008,0.6427999999999999
A_I_CFC,WEO,2008,0.0
A_I_CFC,AFR,2009,0.4476
A_I_CFC,AP,2009,2.5871999999999997
A_I_CFC,EE,2009,0.3004
A_I_CFC,LAC,2009,0.2184
A_I_CFC,WEO,2009,0.0
A_I_CFC,AFR,2010,0.1665
A_I_CFC,AP,2010,1.127
A_I_CFC,EE,2010,0.308
A_I_CFC,LAC,2010,0.0
A_I_CFC,WEO,2010,0.0
A_I_CFC,AFR,2011,0.0
A_I_CFC,AP,2011,0.0
A_I_CFC,EE,2011,0.292
A_I_CFC,LAC,2011,0.0208
A_I_CFC,WEO,2011,0.0
A_I_CFC,AFR,2012,0.0
A_I_CFC,AP,2012,0.0
A_I_CFC,EE,2012,0.292
A_I_CFC,LAC,2012,0.0
A_I_CFC,WEO,2012,0.0
A_I_CFC,AFR,2013,0.0
A_I_CFC,AP,2013,0.0
A_I_CFC,EE,2013,0.288
A_I_CFC,LAC,2013,0.0
A_I_CFC,WEO,2013,0.0
A_I_CFC,AFR,2014,0.0
A_I_CFC,AP,2014,0.0
A_I_CFC,EE,2014,0.1729
A_I_CFC,LAC,2014,0.0
A_I_CFC,WEO,2014,0.0
A_I_CFC,AFR,2015,0.0
A_I_CFC,AP,2015,0.0
A_I_CFC,EE,2015,0.06
A_I_CFC,LAC,2015,0.0
A_I_CFC,WEO,2015,0.0
A_I_CFC,AFR,2016,0.0
A_I_CFC,AP,2016,0.0
A_I_CFC,EE,2016,0.0
A_I_CFC,LAC,2016,0.0
A_I_CFC,WEO,2016,0.0
A_I_CFC,AFR,2017,0.0
A_I_CFC,AP,2017,0.0
A_I_CFC,EE,2017,0.004
A_I_CFC,LAC,2017,0.0
A_I_CFC,WEO,2017,0.0
A_I_CFC,AFR,2018,0.0
A_I_CFC,AP,2018,0.0
A_I_CFC,EE,2018,0.0
A_I_CFC,LAC,2018,0.0
A_I_CFC,WEO,2018,0.0
A_I_CFC,AFR,2019,0.0
A_I_CFC,AP,2019,0.0
A_I_CFC,EE,2019,0.0
A_I_CFC,LAC,2019,0.0
A_I_CFC,WEO,2019,0.0
A_I_CFC,AFR,2020,
A_I_CFC,AP,2020,
A_I_CFC,EE,2020,
A_I_CFC,LAC,2020,0.0
A_I_CFC,WEO,2020,
A_II_Halons,AFR,1986,10.6669
A_II_Halons,AP,1986,49.532199999999996
A_II_Halons,EE,1986,40.3438
A_II_Halons,LAC,1986,1.383
A_II_Halons,WEO,1986,115.9679
A_II_Halons,AFR,1989,6.0647
A_II_Halons,AP,1989,59.865
A_II_Halons,EE,1989,17.124299999999998
A_II_Halons,LAC,1989,1.6907
A_II_Halons,WEO,1989,102.0488
A_II_Halons,AFR,1990,3.6001
A_II_Halons,AP,1990,44.9051
A_II_Halons,EE,1990,32.328
A_II_Halons,LAC,1990,3.264
A_II_Halons,WEO,1990,78.5013
A_II_Halons,AFR,1991,3.8110999999999997
A_II_Halons,AP,1991,57.7819
A_II_Halons,EE,1991,12.244399999999999
A_II_Halons,LAC,1991,5.5629
A_II_Halons,WEO,1991,73.08139999999999
A_II_Halons,AFR,1992,10.6458
A_II_Halons,AP,1992,47.186
A_II_Halons,EE,1992,10.059299999999999
A_II_Halons,LAC,1992,2.4829
A_II_Halons,WEO,1992,52.0578
A_II_Halons,AFR,1993,7.1916
A_II_Halons,AP,1993,34.151199999999996
A_II_Halons,EE,1993,3.3018
A_II_Halons,LAC,1993,2.1045
A_II_Halons,WEO,1993,38.9334
A_II_Halons,AFR,1994,1.8048
A_II_Halons,AP,1994,30.109599999999997
A_II_Halons,EE,1994,1.5608
A_II_Halons,LAC,1994,1.7403
A_II_Halons,WEO,1994,0.1565
A_II_Halons,AFR,1995,2.2108000000000003
A_II_Halons,AP,1995,41.761199999999995
A_II_Halons,EE,1995,1.2341
A_II_Halons,LAC,1995,0.751
A_II_Halons,WEO,1995,0.108
A_II_Halons,AFR,1996,2.4948
A_II_Halons,AP,1996,41.2016
A_II_Halons,EE,1996,1.6389
A_II_Halons,LAC,1996,0.5998
A_II_Halons,WEO,1996,0.226
A_II_Halons,AFR,1997,2.2683
A_II_Halons,AP,1997,46.4837
A_II_Halons,EE,1997,1.0623
A_II_Halons,LAC,1997,0.3594
A_II_Halons,WEO,1997,0.109
A_II_Halons,AFR,1998,3.3486
A_II_Halons,AP,1998,30.2228
A_II_Halons,EE,1998,0.5416
A_II_Halons,LAC,1998,0.2743
A_II_Halons,WEO,1998,0.15769999999999998
A_II_Halons,AFR,1999,2.2234000000000003
A_II_Halons,AP,1999,24.8395
A_II_Halons,EE,1999,0.4328
A_II_Halons,LAC,1999,0.1814
A_II_Halons,WEO,1999,0.13
A_II_Halons,AFR,2000,2.2399
A_II_Halons,AP,2000,21.2776
A_II_Halons,EE,2000,1.7953
A_II_Halons,LAC,2000,0.24459999999999998
A_II_Halons,WEO,2000,0.0
A_II_Halons,AFR,2001,2.5156
A_II_Halons,AP,2001,16.0552
A_II_Halons,EE,2001,0.047700000000000006
A_II_Halons,LAC,2001,0.1505
A_II_Halons,WEO,2001,0.0
A_II_Halons,AFR,2002,1.9547
A_II_Halons,AP,2002,11.462
A_II_Halons,EE,2002,0.0634
A_II_Halons,LAC,2002,0.1728
A_II_Halons,WEO,2002,0.0
A_II_Halons,AFR,2003,1.3774000000000002
A_II_Halons,AP,2003,7.6689
A_II_Halons,EE,2003,0.0465
A_II_Halons,LAC,2003,0.10740000000000001
A_II_Halons,WEO,2003,0.027899999999999998
A_II_Halons,AFR,2004,1.2517
A_II_Halons,AP,2004,4.1507
A_II_Halons,EE,2004,0.0429
A_II_Halons,LAC,2004,0.1146
A_II_Halons,WEO,2004,0.0
A_II_Halons,AFR,2005,1.0255999999999998
A_II_Halons,AP,2005,5.5337
A_II_Halons,EE,2005,0.0174
A_II_Halons,LAC,2005,0.06
A_II_Halons,WEO,2005,0.0
A_II_Halons,AFR,2006,0.4567
A_II_Halons,AP,2006,1.7931
A_II_Halons,EE,2006,0.0
A_II_Halons,LAC,2006,0.056600000000000004
A_II_Halons,WEO,2006,0.0
A_II_Halons,AFR,2007,0.0854
A_II_Halons,AP,2007,1.7355999999999998
A_II_Halons,EE,2007,0.0
A_II_Halons,LAC,2007,0.0019
A_II_Halons,WEO,2007,0.0
A_II_Halons,AFR,2008,0.0686
A_II_Halons,AP,2008,1.8089000000000002
A_II_Halons,EE,2008,0.0018
A_II_Halons,LAC,2008,0.0
A_II_Halons,WEO,2008,0.0
A_II_Halons,AFR,2009,0.0
A_II_Halons,AP,2009,2.1612
A_II_Halons,EE,2009,0.0
A_II_Halons,LAC,2009,0.0
A_II_Halons,WEO,2009,0.0
A_II_Halons,AFR,2010,0.0
A_II_Halons,AP,2010,0.0
A_II_Halons,EE,2010,0.0
A_II_Halons,LAC,2010,0.0
A_II_Halons,WEO,2010,0.0
A_II_Halons,AFR,2011,0.0
A_II_Halons,AP,2011,0.0
A_II_Halons,EE,2011,0.0
A_II_Halons,LAC,2011,0.0
A_II_Halons,WEO,2011,0.0
A_II_Halons,AFR,2012,0.0
A_II_Halons,AP,2012,0.0
A_II_Halons,EE,2012,0.0
A_II_Halons,LAC,2012,0.0
A_II_Halons,WEO,2012,0.0
A_II_Halons,AFR,2013,0.0
A_II_Halons,AP,2013,0.0
A_II_Halons,EE,2013,0.0
A_II_Halons,LAC,2013,0.0
A_II_Halons,WEO,2013,0.0
A_II_Halons,AFR,2014,0.0
A_II_Halons,AP,2014,0.0
A_II_Halons,EE,2014,0.0
A_II_Halons,LAC,2014,0.0
A_II_Halons,WEO,2014,0.0
A_II_Halons,AFR,2015,0.0
A_II_Halons,AP,2015,0.0
A_II_Halons,EE,2015,0.0
A_II_Halons,LAC,2015,0.0
A_II_Halons,WEO,2015,0.0
A_II_Halons,AFR,2016,0.0
A_II_Halons,AP,2016,0.0
A_II_Halons,EE,2016,0.0
A_II_Halons,LAC,2016,0.0
A_II_Halons,WEO,2016,0.0
A_II_Halons,AFR,2017,0.0
A_II_Halons,AP,2017,0.0
A_II_Halons,EE,2017,0.0
A_II_Halons,LAC,2017,0.0
A_II_Halons,WEO,2017,0.0
A_II_Halons,AFR,2018,0.0
A_II_Halons,AP,2018,0.0
A_II_Halons,EE,2018,0.0
A_II_Halons,LAC,2018,0.0
A_II_Halons,WEO,2018,0.0
A_II_Halons,AFR,2019,0.0
A_II_Halons,AP,2019,0.0
A_II_Halons,EE,2019,0.0
A_II_Halons,LAC,2019,0.0
A_II_Halons,WEO,2019,0.0
A_II_Halons,AFR,2020,
A_II_Halons,AP,2020,
A_II_Halons,EE,2020,
A_II_Halons,LAC,2020,0.0
A_II_Halons,WEO,2020,
B_I_HalCFC,AFR,1986,0.0
B_I_HalCFC,AP,1986,0.0
B_I_HalCFC,EE,1986,
B_I_HalCFC,LAC,1986,0.19069999999999998
B_I_HalCFC,WEO,1986,
B_I_HalCFC,AFR,1989,0.6675
B_I_HalCFC,AP,1989,2.743
B_I_HalCFC,EE,1989,0.353
B_I_HalCFC,LAC,1989,0.0014
B_I_HalCFC,WEO,1989,0.6347999999999999
B_I_HalCFC,AFR,1990,0.05
B_I_HalCFC,AP,1990,0.039200000000000006
B_I_HalCFC,EE,1990,0.3153
B_I_HalCFC,LAC,1990,0.0045
B_I_HalCFC,WEO,1990,0.044899999999999995
B_I_HalCFC,AFR,1991,0.06
B_I_HalCFC,AP,1991,1.6429
B_I_HalCFC,EE,1991,0.26530000000000004
B_I_HalCFC,LAC,1991,0.0065
B_I_HalCFC,WEO,1991,0.0407
B_I_HalCFC,AFR,1992,0.0
B_I_HalCFC,AP,1992,2.2869
B_I_HalCFC,EE,1992,0.0515
B_I_HalCFC,LAC,1992,0.0108
B_I_HalCFC,WEO,1992,0.1002
B_I_HalCFC,AFR,1993,0.1232
B_I_HalCFC,AP,1993,1.0520999999999998
B_I_HalCFC,EE,1993,0.01
B_I_HalCFC,LAC,1993,0.053700000000000005
B_I_HalCFC,WEO,1993,0.154
B_I_HalCFC,AFR,1994,0.0083
B_I_HalCFC,AP,1994,1.4275
B_I_HalCFC,EE,1994,0.0287
B_I_HalCFC,LAC,1994,0.206
B_I_HalCFC,WEO,1994,0.10940000000000001
B_I_HalCFC,AFR,1995,0.0083
B_I_HalCFC,AP,1995,0.4096
B_I_HalCFC,EE,1995,0.0407
B_I_HalCFC,LAC,1995,0.1459
B_I_HalCFC,WEO,1995,0.039799999999999995
B_I_HalCFC,AFR,1996,0.0011
B_I_HalCFC,AP,1996,0.2881
B_I_HalCFC,EE,1996,0.0349
B_I_HalCFC,LAC,1996,0.027399999999999997
B_I_HalCFC,WEO,1996,0.0
B_I_HalCFC,AFR,1997,0.0013
B_I_HalCFC,AP,1997,0.18080000000000002
B_I_HalCFC,EE,1997,0.0757
B_I_HalCFC,LAC,1997,0.0814
B_I_HalCFC,WEO,1997,0.0
B_I_HalCFC,AFR,1998,0.0021000000000000003
B_I_HalCFC,AP,1998,0.1118
B_I_HalCFC,EE,1998,0.0282
B_I_HalCFC,LAC,1998,0.009300000000000001
B_I_HalCFC,WEO,1998,0.0
B_I_HalCFC,AFR,1999,0.0026
B_I_HalCFC,AP,1999,0.0616
B_I_HalCFC,EE,1999,0.0213
B_I_HalCFC,LAC,1999,0.0135
B_I_HalCFC,WEO,1999,0.0
B_I_HalCFC,AFR,2000,0.0011
B_I_HalCFC,AP,2000,0.0272
B_I_HalCFC,EE,2000,0.027399999999999997
B_I_HalCFC,LAC,2000,0.0847
B_I_HalCFC,WEO,2000,0.0
B_I_HalCFC,AFR,2001,0.0009
B_I_HalCFC,AP,2001,0.0375
B_I_HalCFC,EE,2001,0.0
B_I_HalCFC,LAC,2001,0.0021000000000000003
B_I_HalCFC,WEO,2001,0.0
B_I_HalCFC,AFR,2002,0.009300000000000001
B_I_HalCFC,AP,2002,0.0269
B_I_HalCFC,EE,2002,0.0
B_I_HalCFC,LAC,2002,0.0
B_I_HalCFC,WEO,2002,0.001
B_I_HalCFC,AFR,2003,0.0008
B_I_HalCFC,AP,2003,0.0
B_I_HalCFC,EE,2003,0.0001
B_I_HalCFC,LAC,2003,0.0
B_I_HalCFC,WEO,2003,0.0
B_I_HalCFC,AFR,2004,0.0008
B_I_HalCFC,AP,2004,0.0205
B_I_HalCFC,EE,2004,0.0
B_I_HalCFC,LAC,2004,0.0
B_I_HalCFC,WEO,2004,0.0
B_I_HalCFC,AFR,2005,0.0008
B_I_HalCFC,AP,2005,0.019600000000000003
B_I_HalCFC,EE,2005,0.0
B_I_HalCFC,LAC,2005,0.0
B_I_HalCFC,WEO,2005,0.0
B_I_HalCFC,AFR,2006,0.0001
B_I_HalCFC,AP,2006,0.0195
B_I_HalCFC,EE,2006,0.0
B_I_HalCFC,LAC,2006,0.0
B_I_HalCFC,WEO,2006,0.0
B_I_HalCFC,AFR,2007,0.0001
B_I_HalCFC,AP,2007,0.004
B_I_HalCFC,EE,2007,0.0
B_I_HalCFC,LAC,2007,0.0
B_I_HalCFC,WEO,2007,0.0
B_I_HalCFC,AFR,2008,0.0001
B_I_HalCFC,AP,2008,0.0
B_I_HalCFC,EE,2008,0.0
B_I_HalCFC,LAC,2008,0.0
B_I_HalCFC,WEO,2008,0.0
B_I_HalCFC,AFR,2009,0.0
B_I_HalCFC,AP,2009,0.0
B_I_HalCFC,EE,2009,0.0
B_I_HalCFC,LAC,2009,0.0
B_I_HalCFC,WEO,2009,0.0
B_I_HalCFC,AFR,2010,0.0
B_I_HalCFC,AP,2010,0.0
B_I_HalCFC,EE,2010,0.0
B_I_HalCFC,LAC,2010,0.0
B_I_HalCFC,WEO,2010,0.0
B_I_HalCFC,AFR,2011,0.0
B_I_HalCFC,AP,2011,0.0
B_I_HalCFC,EE,2011,0.0
B_I_HalCFC,LAC,2011,0.0
B_I_HalCFC,WEO,2011,0.0
B_I_HalCFC,AFR,2012,0.0
B_I_HalCFC,AP,2012,0.0
B_I_HalCFC,EE,2012,0.0
B_I_HalCFC,LAC,2012,0.0
B_I_HalCFC,WEO,2012,0.0
B_I_HalCFC,AFR,2013,0.0
B_I_HalCFC,AP,2013,0.0
B_I_HalCFC,EE,2013,0.0
B_I_HalCFC,LAC,2013,0.0
B_I_HalCFC,WEO,2013,0.0
B_I_HalCFC,AFR,2014,0.0
B_I_HalCFC,AP,2014,0.0
B_I_HalCFC,EE,2014,0.0
B_I_HalCFC,LAC,2014,0.0
B_I_HalCFC,WEO,2014,0.0
B_I_HalCFC,AFR,2015,0.0
B_I_HalCFC,AP,2015,0.0
B_I_HalCFC,EE,2015,0.0
B_I_HalCFC,LAC,2015,0.0
B_I_HalCFC,WEO,2015,0.0
B_I_HalCFC,AFR,2016,0.0
B_I_HalCFC,AP,2016,0.0
B_I_HalCFC,EE,2016,0.0
B_I_HalCFC,LAC,2016,0.0
B_I_HalCFC,WEO,2016,0.0
B_I_HalCFC,AFR,2017,0.0
B_I_HalCFC,AP,2017,0.0
B_I_HalCFC,EE,2017,0.0
B_I_HalCFC,LAC,2017,0.0
B_I_HalCFC,WEO,2017,0.0
B_I_HalCFC,AFR,2018,0.0
B_I_HalCFC,AP,2018,0.0
B_I_HalCFC,EE,2018,0.0
B_I_HalCFC,LAC,2018,0.0
B_I_HalCFC,WEO,2018,0.0
B_I_HalCFC,AFR,2019,0.0
B_I_HalCFC,AP,2019,0.0
B_I_HalCFC,EE,2019,0.0
B_I_HalCFC,LAC,2019,0.0
B_I_HalCFC,WEO,2019,0.0
B_I_HalCFC,AFR,2020,
B_I_HalCFC,AP,2020,
B_I_HalCFC,EE,2020,
B_I_HalCFC,LAC,2020,0.0
B_I_HalCFC,WEO,2020,
B_II_CTC,AFR,1986,0.0039
B_II_CTC,AP,1986,0.0
B_II_CTC,EE,1986,
B_II_CTC,LAC,1986,0.0484
B_II_CTC,WEO,1986,
B_II_CTC,AFR,1989,9.803799999999999
B_II_CTC,AP,1989,121.35310000000001
B_II_CTC,EE,1989,111.2493
B_II_CTC,LAC,1989,37.5474
B_II_CTC,WEO,1989,69.6374
B_II_CTC,AFR,1990,10.2205
B_II_CTC,AP,1990,0.3382
B_II_CTC,EE,1990,2.98
B_II_CTC,LAC,1990,37.3901
B_II_CTC,WEO,1990,9.786100000000001
B_II_CTC,AFR,1991,0.9044
B_II_CTC,AP,1991,25.0578
B_II_CTC,EE,1991,3.5281
B_II_CTC,LAC,1991,8.1595
B_II_CTC,WEO,1991,4.8121
B_II_CTC,AFR,1992,0.1661
B_II_CTC,AP,1992,55.154900000000005
B_II_CTC,EE,1992,4.0371
B_II_CTC,LAC,1992,22.1365
B_II_CTC,WEO,1992,11.665
B_II_CTC,AFR,1993,0.9848
B_II_CTC,AP,1993,64.05669999999999
B_II_CTC,EE,1993,0.0
B_II_CTC,LAC,1993,23.1707
B_II_CTC,WEO,1993,41.9966
B_II_CTC,AFR,1994,0.859
B_II_CTC,AP,1994,22.795900000000003
B_II_CTC,EE,1994,7.0405
B_II_CTC,LAC,1994,1.1967999999999999
B_II_CTC,WEO,1994,2.7823
B_II_CTC,AFR,1995,0.9264
B_II_CTC,AP,1995,5.7075
B_II_CTC,EE,1995,0.0
B_II_CTC,LAC,1995,5.671600000000001
B_II_CTC,WEO,1995,0.0
B_II_CTC,AFR,1996,0.5455
B_II_CTC,AP,1996,10.7165
B_II_CTC,EE,1996,1.1402
B_II_CTC,LAC,1996,0.0
B_II_CTC,WEO,1996,0.0
B_II_CTC,AFR,1997,0.5418
B_II_CTC,AP,1997,10.996799999999999
B_II_CTC,EE,1997,0.0
B_II_CTC,LAC,1997,0.0
B_II_CTC,WEO,1997,0.0
B_II_CTC,AFR,1998,0.377
B_II_CTC,AP,1998,94.5995
B_II_CTC,EE,1998,4.908600000000001
B_II_CTC,LAC,1998,0.2027
B_II_CTC,WEO,1998,0.0
B_II_CTC,AFR,1999,0.2903
B_II_CTC,AP,1999,51.332
B_II_CTC,EE,1999,0.0
B_II_CTC,LAC,1999,4.0555
B_II_CTC,WEO,1999,0.0
B_II_CTC,AFR,2000,0.2854
B_II_CTC,AP,2000,44.5064
B_II_CTC,EE,2000,0.0
B_II_CTC,LAC,2000,1.2107999999999999
B_II_CTC,WEO,2000,0.0
B_II_CTC,AFR,2001,0.276
B_II_CTC,AP,2001,26.9872
B_II_CTC,EE,2001,0.0523
B_II_CTC,LAC,2001,0.2409
B_II_CTC,WEO,2001,0.0
B_II_CTC,AFR,2002,0.24530000000000002
B_II_CTC,AP,2002,19.3995
B_II_CTC,EE,2002,0.0995
B_II_CTC,LAC,2002,0.0
B_II_CTC,WEO,2002,0.0
B_II_CTC,AFR,2003,0.2214
B_II_CTC,AP,2003,35.2455
B_II_CTC,EE,2003,0.3429
B_II_CTC,LAC,2003,0.3406
B_II_CTC,WEO,2003,0.0
B_II_CTC,AFR,2004,0.1984
B_II_CTC,AP,2004,15.5822
B_II_CTC,EE,2004,0.1772
B_II_CTC,LAC,2004,0.2601
B_II_CTC,WEO,2004,0.0
B_II_CTC,AFR,2005,0.025
B_II_CTC,AP,2005,2.6584
B_II_CTC,EE,2005,0.0
B_II_CTC,LAC,2005,0.11090000000000001
B_II_CTC,WEO,2005,0.0
B_II_CTC,AFR,2006,0.0247
B_II_CTC,AP,2006,2.0204
B_II_CTC,EE,2006,0.0
B_II_CTC,LAC,2006,0.0
B_II_CTC,WEO,2006,0.0
B_II_CTC,AFR,2007,0.0044
B_II_CTC,AP,2007,1.0497
B_II_CTC,EE,2007,0.0006
B_II_CTC,LAC,2007,0.1448
B_II_CTC,WEO,2007,0.0
B_II_CTC,AFR,2008,0.0023
B_II_CTC,AP,2008,0.9661000000000001
B_II_CTC,EE,2008,0.0023
B_II_CTC,LAC,2008,0.0359
B_II_CTC,WEO,2008,0.0
B_II_CTC,AFR,2009,0.0001
B_II_CTC,AP,2009,0.1608
B_II_CTC,EE,2009,0.0019
B_II_CTC,LAC,2009,0.0
B_II_CTC,WEO,2009,0.0
B_II_CTC,AFR,2010,0.0
B_II_CTC,AP,2010,0.30260000000000004
B_II_CTC,EE,2010,0.0001
B_II_CTC,LAC,2010,0.0
B_II_CTC,WEO,2010,0.0
B_II_CTC,AFR,2011,0.0
B_II_CTC,AP,2011,0.277
B_II_CTC,EE,2011,0.0006
B_II_CTC,LAC,2011,0.0
B_II_CTC,WEO,2011,0.0
B_II_CTC,AFR,2012,0.0
B_II_CTC,AP,2012,0.2195
B_II_CTC,EE,2012,0.0
B_II_CTC,LAC,2012,0.0
B_II_CTC,WEO,2012,1.2345
B_II_CTC,AFR,2013,0.0
B_II_CTC,AP,2013,0.2342
B_II_CTC,EE,2013,0.0
B_II_CTC,LAC,2013,0.0
B_II_CTC,WEO,2013,0.0
B_II_CTC,AFR,2014,0.0
B_II_CTC,AP,2014,0.2315
B_II_CTC,EE,2014,0.0
B_II_CTC,LAC,2014,0.0
B_II_CTC,WEO,2014,0.0
B_II_CTC,AFR,2015,0.0
B_II_CTC,AP,2015,0.234
B_II_CTC,EE,2015,0.0
B_II_CTC,LAC,2015,0.0
B_II_CTC,WEO,2015,0.0
B_II_CTC,AFR,2016,0.0
B_II_CTC,AP,2016,0.2382
B_II_CTC,EE,2016,0.0
B_II_CTC,LAC,2016,0.0001
B_II_CTC,WEO,2016,0.0
B_II_CTC,AFR,2017,0.0
B_II_CTC,AP,2017,0.24330000000000002
B_II_CTC,EE,2017,0.0
B_II_CTC,LAC,2017,0.0001
B_II_CTC,WEO,2017,0.0
B_II_CTC,AFR,2018,0.0
B_II_CTC,AP,2018,0.2485
B_II_CTC,EE,2018,0.0
B_II_CTC,LAC,2018,0.0001
B_II_CTC,WEO,2018,0.0
B_II_CTC,AFR,2019,0.0
B_II_CTC,AP,2019,0.168
B_II_CTC,EE,2019,0.0
B_II_CTC,LAC,2019,0.0001
B_II_CTC,WEO,2019,0.0
B_II_CTC,AFR,2020,
B_II_CTC,AP,2020,
B_II_CTC,EE,2020,
B_II_CTC,LAC,2020,0.0
B_II_CTC,WEO,2020,
B_III_TCA,AFR,1986,0.0
B_III_TCA,AP,1986,0.0005
B_III_TCA,EE,1986,
B_III_TCA,LAC,1986,0.0040999999999999995
B_III_TCA,WEO,1986,
B_III_TCA,AFR,1989,0.5597000000000001
B_III_TCA,AP,1989,20.2584
B_III_TCA,EE,1989,0.7343
B_III_TCA,LAC,1989,1.3396
B_III_TCA,WEO,1989,42.775400000000005
B_III_TCA,AFR,1990,0.5382
B_III_TCA,AP,1990,0.6887000000000001
B_III_TCA,EE,1990,1.4163
B_III_TCA,LAC,1990,0.7156
B_III_TCA,WEO,1990,13.3952
B_III_TCA,AFR,1991,0.496
B_III_TCA,AP,1991,20.8399
B_III_TCA,EE,1991,1.03
B_III_TCA,LAC,1991,0.3043
B_III_TCA,WEO,1991,13.203
B_III_TCA,AFR,1992,0.4865
B_III_TCA,AP,1992,22.133599999999998
B_III_TCA,EE,1992,0.254
B_III_TCA,LAC,1992,1.0503
B_III_TCA,WEO,1992,32.7633
B_III_TCA,AFR,1993,0.4235
B_III_TCA,AP,1993,10.372399999999999
B_III_TCA,EE,1993,0.2903
B_III_TCA,LAC,1993,1.7855
B_III_TCA,WEO,1993,25.2121
B_III_TCA,AFR,1994,0.18430000000000002
B_III_TCA,AP,1994,2.5957
B_III_TCA,EE,1994,0.2303
B_III_TCA,LAC,1994,0.9546
B_III_TCA,WEO,1994,10.2508
B_III_TCA,AFR,1995,0.1646
B_III_TCA,AP,1995,5.1262
B_III_TCA,EE,1995,0.164
