,region,year,consumption_exajoules
195,Australia,1966,0.0
196,Bangladesh,1966,0.0
197,China,1966,0.0
198,China Hong Kong SAR,1966,0.0
199,India,1966,0.0
200,Indonesia,1966,0.0
201,Japan,1966,0.005840000000000001
202,Malaysia,1966,0.0
203,New Zealand,1966,0.0
204,Pakistan,1966,0.0
205,Philippines,1966,0.0
206,Singapore,1966,0.0
207,South Korea,1966,0.0
208,Sri Lanka,1966,0.0
209,Taiwan,1966,0.0
210,Thailand,1966,0.0
211,Vietnam,1966,0.0
212,Other Asia Pacific,1966,0.0
213,Total Asia Pacific,1966,0.005840000000000001
214,,1966,
215,Total World,1966,0.3443329032631579
216,,1967,
217,Canada,1967,0.0015300000000000001
218,Mexico,1967,0.0
219,US,1967,0.08058119999999999
220,Total North America,1967,0.0821112
221,,1967,
222,Argentina,1967,0.0
223,Brazil,1967,0.0
224,Chile,1967,0.0
225,Colombia,1967,0.0
226,Ecuador,1967,0.0
227,Peru,1967,0.0
228,Trinidad & Tobago,1967,0.0
229,Venezuela,1967,0.0
230,Central America,1967,0.0
231,Other Caribbean,1967,0.00037999999999999997
232,Other South America,1967,0.0
233,Total S. & Cent. America,1967,0.00037999999999999997
234,,1967,
235,Austria,1967,0.0
236,Belgium,1967,0.00094
237,Bulgaria,1967,0.0
238,Croatia,1967,
239,Cyprus,1967,0.0
240,Czech Republic,1967,0.0
241,Denmark,1967,0.0
242,Estonia,1967,
243,Finland,1967,0.0
244,France,1967,0.02076
245,Germany,1967,0.01225
246,Greece,1967,0.0
247,Hungary,1967,0.0
248,Iceland,1967,0.0
249,Ireland,1967,0.0
250,Italy,1967,0.031520000000000006
251,Latvia,1967,
252,Lithuania,1967,
253,Luxembourg,1967,0.0
254,Netherlands,1967,0.0
255,North Macedonia,1967,
256,Norway,1967,0.0
257,Poland,1967,0.0
258,Portugal,1967,0.0
259,Romania,1967,0.0
260,Slovakia,1967,0.0
261,Slovenia,1967,
262,Spain,1967,0.0
263,Sweden,1967,0.0005
264,Switzerland,1967,0.0
265,Turkey,1967,0.0
266,Ukraine,1967,
267,United Kingdom,1967,0.23277
268,Other Europe,1967,0.0
269,Total Europe,1967,0.29874
270,,1967,
271,Azerbaijan,1967,
272,Belarus,1967,
273,Kazakhstan,1967,
274,Russian Federation,1967,
275,Turkmenistan,1967,
276,USSR,1967,0.022538940000000004
277,Uzbekistan,1967,
278,Other CIS,1967,
279,Total CIS,1967,0.022538940000000004
280,,1967,
281,Iran,1967,0.0
282,Iraq,1967,0.0
283,Israel,1967,0.0
284,Kuwait,1967,0.0
285,Oman,1967,0.0
286,Qatar,1967,0.0
287,Saudi Arabia,1967,0.0
288,United Arab Emirates,1967,0.0
289,Other Middle East,1967,0.0
290,Total Middle East,1967,0.0
291,,1967,
292,Algeria,1967,0.0
293,Egypt,1967,0.0
294,Morocco,1967,0.0
295,South Africa,1967,0.0
296,Eastern Africa,1967,0.0
297,Middle Africa,1967,0.0
298,Western Africa,1967,0.0
299,Other Northern Africa,1967,0.0
300,Other Southern Africa,1967,0.0
301,Total Africa,1967,0.0
302,,1967,
303,Australia,1967,0.0
304,Bangladesh,1967,0.0
305,China,1967,0.0
306,China Hong Kong SAR,1967,0.0
307,India,1967,0.0
308,Indonesia,1967,0.0
309,Japan,1967,0.006290000000000001
310,Malaysia,1967,0.0
311,New Zealand,1967,0.0
312,Pakistan,1967,0.0
313,Philippines,1967,0.0
314,Singapore,1967,0.0
315,South Korea,1967,0.0
316,Sri Lanka,1967,0.0
317,Taiwan,1967,0.0
318,Thailand,1967,0.0
319,Vietnam,1967,0.0
320,Other Asia Pacific,1967,0.0
321,Total Asia Pacific,1967,0.006290000000000001
322,,1967,
323,Total World,1967,0.41006014
324,,1968,
325,Canada,1968,0.009179999999999999
326,Mexico,1968,0.0
327,US,1968,0.13187809473684212
328,Total North America,1968,0.1410580947368421
329,,1968,
330,Argentina,1968,0.0
331,Brazil,1968,0.0
332,Chile,1968,0.0
333,Colombia,1968,0.0
334,Ecuador,1968,0.0
335,Peru,1968,0.0
336,Trinidad & Tobago,1968,0.0
337,Venezuela,1968,0.0
338,Central America,1968,0.0
339,Other Caribbean,1968,0.00018
340,Other South America,1968,0.0
341,Total S. & Cent. America,1968,0.00018
342,,1968,
343,Austria,1968,0.0
344,Belgium,1968,0.00061
345,Bulgaria,1968,0.0
346,Croatia,1968,
347,Cyprus,1968,0.0
348,Czech Republic,1968,0.0
349,Denmark,1968,0.0
350,Estonia,1968,
351,Finland,1968,0.0
352,France,1968,0.030850000000000002
353,Germany,1968,0.01766
354,Greece,1968,0.0
355,Hungary,1968,0.0
356,Iceland,1968,0.0
357,Ireland,1968,0.0
358,Italy,1968,0.025760000000000005
359,Latvia,1968,
360,Lithuania,1968,
361,Luxembourg,1968,0.0
362,Netherlands,1968,0.00028000000000000003
363,North Macedonia,1968,
364,Norway,1968,0.0
365,Poland,1968,0.0
366,Portugal,1968,0.0
367,Romania,1968,0.0
368,Slovakia,1968,0.0
369,Slovenia,1968,
370,Spain,1968,0.0008300000000000001
371,Sweden,1968,0.00023
372,Switzerland,1968,0.0
373,Turkey,1968,0.0
374,Ukraine,1968,
375,United Kingdom,1968,0.26189999999999997
376,Other Europe,1968,0.0
377,Total Europe,1968,0.33812
378,,1968,
379,Azerbaijan,1968,
380,Belarus,1968,
381,Kazakhstan,1968,
382,Russian Federation,1968,
383,Turkmenistan,1968,
384,USSR,1968,0.031333546
385,Uzbekistan,1968,
386,Other CIS,1968,
387,Total CIS,1968,0.031333546
388,,1968,
389,Iran,1968,0.0
390,Iraq,1968,0.0
391,Israel,1968,0.0
392,Kuwait,1968,0.0
393,Oman,1968,0.0
394,Qatar,1968,0.0
395,Saudi Arabia,1968,0.0
396,United Arab Emirates,1968,0.0
397,Other Middle East,1968,0.0
398,Total Middle East,1968,0.0
399,,1968,
400,Algeria,1968,0.0
401,Egypt,1968,0.0
402,Morocco,1968,0.0
403,South Africa,1968,0.0
404,Eastern Africa,1968,0.0
405,Middle Africa,1968,0.0
406,Western Africa,1968,0.0
407,Other Northern Africa,1968,0.0
408,Other Southern Africa,1968,0.0
409,Total Africa,1968,0.0
410,,1968,
411,Australia,1968,0.0
412,Bangladesh,1968,0.0
413,China,1968,0.0
414,China Hong Kong SAR,1968,0.0
415,India,1968,0.0
416,Indonesia,1968,0.0
417,Japan,1968,0.01044
418,Malaysia,1968,0.0
419,New Zealand,1968,0.0
420,Pakistan,1968,0.0
421,Philippines,1968,0.0
422,Singapore,1968,0.0
423,South Korea,1968,0.0
424,Sri Lanka,1968,0.0
425,Taiwan,1968,0.0
426,Thailand,1968,0.0
427,Vietnam,1968,0.0
428,Other Asia Pacific,1968,0.0
429,Total Asia Pacific,1968,0.01044
430,,1968,
431,Total World,1968,0.5211316407368421
432,,1969,
433,Canada,1969,0.00529
434,Mexico,1969,0.0
435,US,1969,0.14660883157894739
436,Total North America,1969,0.15189883157894737
437,,1969,
438,Argentina,1969,0.0
439,Brazil,1969,0.0
440,Chile,1969,0.0
441,Colombia,1969,0.0
442,Ecuador,1969,0.0
443,Peru,1969,0.0
444,Trinidad & Tobago,1969,0.0
445,Venezuela,1969,0.0
446,Central America,1969,0.00051
447,Other Caribbean,1969,0.0
448,Other South America,1969,0.0
449,Total S. & Cent. America,1969,0.00051
450,,1969,
451,Austria,1969,0.0
452,Belgium,1969,0.00021999999999999998
453,Bulgaria,1969,0.0
454,Croatia,1969,
455,Cyprus,1969,0.0
456,Czech Republic,1969,0.0
457,Denmark,1969,0.0
458,Estonia,1969,
459,Finland,1969,0.0
460,France,1969,0.036
461,Germany,1969,0.049370000000000004
462,Greece,1969,0.0
463,Hungary,1969,0.0
464,Iceland,1969,0.0
465,Ireland,1969,0.0
466,Italy,1969,0.016790000000000003
467,Latvia,1969,
468,Lithuania,1969,
469,Luxembourg,1969,0.0
470,Netherlands,1969,0.00315
471,North Macedonia,1969,
472,Norway,1969,0.0
473,Poland,1969,0.0
474,Portugal,1969,0.0
475,Romania,1969,0.0
476,Slovakia,1969,0.0
477,Slovenia,1969,
478,Spain,1969,0.008289999999999999
479,Sweden,1969,0.00061
480,Switzerland,1969,0.00535
481,Turkey,1969,0.0
482,Ukraine,1969,
483,United Kingdom,1969,0.29125
484,Other Europe,1969,0.0
485,Total Europe,1969,0.4110300000000001
486,,1969,
487,Azerbaijan,1969,
488,Belarus,1969,
489,Kazakhstan,1969,
490,Russian Federation,1969,
491,Turkmenistan,1969,
492,USSR,1969,0.03632746800000001
493,Uzbekistan,1969,
494,Other CIS,1969,
495,Total CIS,1969,0.03632746800000001
496,,1969,
497,Iran,1969,0.0
498,Iraq,1969,0.0
499,Israel,1969,0.0
500,Kuwait,1969,0.0
501,Oman,1969,0.0
502,Qatar,1969,0.0
503,Saudi Arabia,1969,0.0
504,United Arab Emirates,1969,0.0
505,Other Middle East,1969,0.0
506,Total Middle East,1969,0.0
507,,1969,
508,Algeria,1969,0.0
509,Egypt,1969,0.0
510,Morocco,1969,0.0
511,South Africa,1969,0.0
512,Eastern Africa,1969,0.0
513,Middle Africa,1969,0.0
514,Western Africa,1969,0.0
515,Other Northern Africa,1969,0.0
516,Other Southern Africa,1969,0.0
517,Total Africa,1969,0.0
518,,1969,
519,Australia,1969,0.0
520,Bangladesh,1969,0.0
521,China,1969,0.0
522,China Hong Kong SAR,1969,0.0
523,India,1969,0.0072478160000000015
524,Indonesia,1969,0.0
525,Japan,1969,0.010820000000000001
526,Malaysia,1969,0.0
527,New Zealand,1969,0.0
528,Pakistan,1969,0.0
529,Philippines,1969,0.0
530,Singapore,1969,0.0
531,South Korea,1969,0.0
532,Sri Lanka,1969,0.0
533,Taiwan,1969,0.0
534,Thailand,1969,0.0
535,Vietnam,1969,0.0
536,Other Asia Pacific,1969,0.0
537,Total Asia Pacific,1969,0.018067816000000004
538,,1969,
539,Total World,1969,0.6178341155789474
540,,1970,
541,Canada,1970,0.010369999999999999
542,Mexico,1970,0.0
543,US,1970,0.22952050526315787
544,Total North America,1970,0.23989050526315786
545,,1970,
546,Argentina,1970,0.0
547,Brazil,1970,0.0
548,Chile,1970,0.0
549,Colombia,1970,0.0
550,Ecuador,1970,0.0
551,Peru,1970,0.0
552,Trinidad & Tobago,1970,0.0
553,Venezuela,1970,0.0
554,Central America,1970,0.00045
555,Other Caribbean,1970,0.0
556,Other South America,1970,0.0
557,Total S. & Cent. America,1970,0.00045
558,,1970,
559,Austria,1970,0.0
560,Belgium,1970,0.0005700000000000001
561,Bulgaria,1970,0.0
562,Croatia,1970,
563,Cyprus,1970,0.0
564,Czech Republic,1970,0.0
565,Denmark,1970,0.0
566,Estonia,1970,
567,Finland,1970,0.0
568,France,1970,0.05711000000000001
569,Germany,1970,0.06494
570,Greece,1970,0.0
571,Hungary,1970,0.0
572,Iceland,1970,0.0
573,Ireland,1970,0.0
574,Italy,1970,0.031760000000000004
575,Latvia,1970,
576,Lithuania,1970,
577,Luxembourg,1970,0.0
578,Netherlands,1970,0.00368
579,North Macedonia,1970,
580,Norway,1970,0.0
581,Poland,1970,0.0
582,Portugal,1970,0.0
583,Romania,1970,0.0
584,Slovakia,1970,0.0
585,Slovenia,1970,
586,Spain,1970,0.00923
587,Sweden,1970,0.0005600000000000001
588,Switzerland,1970,0.01766
589,Turkey,1970,0.0
590,Ukraine,1970,
591,United Kingdom,1970,0.26012
592,Other Europe,1970,0.0
593,Total Europe,1970,0.4456300000000001
594,,1970,
595,Azerbaijan,1970,
596,Belarus,1970,
597,Kazakhstan,1970,
598,Russian Federation,1970,
599,Turkmenistan,1970,
600,USSR,1970,0.04388464200000001
601,Uzbekistan,1970,
602,Other CIS,1970,
603,Total CIS,1970,0.04388464200000001
604,,1970,
605,Iran,1970,0.0
606,Iraq,1970,0.0
607,Israel,1970,0.0
608,Kuwait,1970,0.0
609,Oman,1970,0.0
610,Qatar,1970,0.0
611,Saudi Arabia,1970,0.0
612,United Arab Emirates,1970,0.0
613,Other Middle East,1970,0.0
614,Total Middle East,1970,0.0
615,,1970,
616,Algeria,1970,0.0
617,Egypt,1970,0.0
618,Morocco,1970,0.0
619,South Africa,1970,0.0
620,Eastern Africa,1970,0.0
621,Middle Africa,1970,0.0
622,Western Africa,1970,0.0
623,Other Northern Africa,1970,0.0
624,Other Southern Africa,1970,0.0
625,Total Africa,1970,0.0
626,,1970,
627,Australia,1970,0.0
628,Bangladesh,1970,0.0
629,China,1970,0.0
630,China Hong Kong SAR,1970,0.0
631,India,1970,0.013081424
632,Indonesia,1970,0.0
633,Japan,1970,0.04581000000000001
634,Malaysia,1970,0.0
635,New Zealand,1970,0.0
636,Pakistan,1970,0.0
637,Philippines,1970,0.0
638,Singapore,1970,0.0
639,South Korea,1970,0.0
640,Sri Lanka,1970,0.0
641,Taiwan,1970,0.0
642,Thailand,1970,0.0
643,Vietnam,1970,0.0
644,Other Asia Pacific,1970,0.0
645,Total Asia Pacific,1970,0.05889142400000001
646,,1970,
647,Total World,1970,0.788746571263158
648,,1971,
649,Canada,1971,0.04267
650,Mexico,1971,0.0
651,US,1971,0.4011004736842105
652,Total North America,1971,0.44377047368421046
653,,1971,
654,Argentina,1971,0.0
655,Brazil,1971,0.0
656,Chile,1971,0.0
657,Colombia,1971,0.0
658,Ecuador,1971,0.0
659,Peru,1971,0.0
660,Trinidad & Tobago,1971,0.0
661,Venezuela,1971,0.0
662,Central America,1971,0.00042
663,Other Caribbean,1971,0.0
664,Other South America,1971,0.0
665,Total S. & Cent. America,1971,0.00042
666,,1971,
667,Austria,1971,0.0
668,Belgium,1971,0.0
669,Bulgaria,1971,0.0
670,Croatia,1971,
671,Cyprus,1971,0.0
672,Czech Republic,1971,0.0
673,Denmark,1971,0.0
674,Estonia,1971,
675,Finland,1971,0.0
676,France,1971,0.09329000000000003
677,Germany,1971,0.062160000000000014
678,Greece,1971,0.0
679,Hungary,1971,0.0
680,Iceland,1971,0.0
681,Ireland,1971,0.0
682,Italy,1971,0.03365
683,Latvia,1971,
684,Lithuania,1971,
685,Luxembourg,1971,0.0
686,Netherlands,1971,0.00405
687,North Macedonia,1971,
688,Norway,1971,0.0
689,Poland,1971,0.0
690,Portugal,1971,0.0
691,Romania,1971,0.0
692,Slovakia,1971,0.0
693,Slovenia,1971,
694,Spain,1971,0.025230000000000002
695,Sweden,1971,0.0009
696,Switzerland,1971,0.013910000000000002
697,Turkey,1971,0.0
698,Ukraine,1971,
699,United Kingdom,1971,0.27548
700,Other Europe,1971,0.0
701,Total Europe,1971,0.5086700000000001
702,,1971,
703,Azerbaijan,1971,
704,Belarus,1971,
705,Kazakhstan,1971,
706,Russian Federation,1971,
707,Turkmenistan,1971,
708,USSR,1971,0.05387248600000002
709,Uzbekistan,1971,
710,Other CIS,1971,
711,Total CIS,1971,0.05387248600000002
712,,1971,
713,Iran,1971,0.0
714,Iraq,1971,0.0
715,Israel,1971,0.0
716,Kuwait,1971,0.0
717,Oman,1971,0.0
718,Qatar,1971,0.0
719,Saudi Arabia,1971,0.0
720,United Arab Emirates,1971,0.0
721,Other Middle East,1971,0.0
722,Total Middle East,1971,0.0
723,,1971,
724,Algeria,1971,0.0
725,Egypt,1971,0.0
726,Morocco,1971,0.0
727,South Africa,1971,0.0
728,Eastern Africa,1971,0.0
729,Middle Africa,1971,0.0
730,Western Africa,1971,0.0
731,Other Northern Africa,1971,0.0
732,Other Southern Africa,1971,0.0
733,Total Africa,1971,0.0
734,,1971,
735,Australia,1971,0.0
736,Bangladesh,1971,0.0
737,China,1971,0.0
738,China Hong Kong SAR,1971,0.0
739,India,1971,0.009722680000000003
740,Indonesia,1971,0.0
741,Japan,1971,0.08009999999999999
742,Malaysia,1971,0.0
743,New Zealand,1971,0.0
744,Pakistan,1971,0.00048613400000000005
745,Philippines,1971,0.0
746,Singapore,1971,0.0
747,South Korea,1971,0.0
748,Sri Lanka,1971,0.0
749,Taiwan,1971,0.0
750,Thailand,1971,0.0
751,Vietnam,1971,0.0
752,Other Asia Pacific,1971,0.0
753,Total Asia Pacific,1971,0.09030881399999999
754,,1971,
755,Total World,1971,1.0970417736842106
756,,1972,
757,Canada,1972,0.07211000000000001
758,Mexico,1972,0.0
759,US,1972,0.5693803684210526
760,Total North America,1972,0.6414903684210526
761,,1972,
762,Argentina,1972,0.0
763,Brazil,1972,0.0
764,Chile,1972,0.0
765,Colombia,1972,0.0
766,Ecuador,1972,0.0
767,Peru,1972,0.0
768,Trinidad & Tobago,1972,0.0
769,Venezuela,1972,0.0
770,Central America,1972,0.0007300000000000001
771,Other Caribbean,1972,0.0
772,Other South America,1972,0.0
773,Total S. & Cent. America,1972,0.0007300000000000001
774,,1972,
775,Austria,1972,0.0
776,Belgium,1972,0.00010999999999999999
777,Bulgaria,1972,0.0
778,Croatia,1972,
779,Cyprus,1972,0.0
780,Czech Republic,1972,0.0
781,Denmark,1972,0.0
782,Estonia,1972,
783,Finland,1972,0.0
784,France,1972,0.14591
785,Germany,1972,0.09522000000000001
786,Greece,1972,0.0
787,Hungary,1972,0.0
788,Iceland,1972,0.0
789,Ireland,1972,0.0
790,Italy,1972,0.03626
791,Latvia,1972,
792,Lithuania,1972,
793,Luxembourg,1972,0.0
794,Netherlands,1972,0.0032600000000000007
795,North Macedonia,1972,
796,Norway,1972,0.0
797,Poland,1972,0.0
798,Portugal,1972,0.0
799,Romania,1972,0.0
800,Slovakia,1972,3e-05
801,Slovenia,1972,
802,Spain,1972,0.047510000000000004
803,Sweden,1972,0.01465
804,Switzerland,1972,0.0384
805,Turkey,1972,0.0
806,Ukraine,1972,
807,United Kingdom,1972,0.29378
808,Other Europe,1972,0.0
809,Total Europe,1972,0.67513
810,,1972,
811,Azerbaijan,1972,
812,Belarus,1972,
813,Kazakhstan,1972,
814,Russian Federation,1972,
815,Turkmenistan,1972,
816,USSR,1972,0.09833165
817,Uzbekistan,1972,
818,Other CIS,1972,
819,Total CIS,1972,0.09833165
820,,1972,
821,Iran,1972,0.0
822,Iraq,1972,0.0
823,Israel,1972,0.0
824,Kuwait,1972,0.0
825,Oman,1972,0.0
826,Qatar,1972,0.0
827,Saudi Arabia,1972,0.0
828,United Arab Emirates,1972,0.0
829,Other Middle East,1972,0.0
830,Total Middle East,1972,0.0
831,,1972,
832,Algeria,1972,0.0
833,Egypt,1972,0.0
834,Morocco,1972,0.0
835,South Africa,1972,0.0
836,Eastern Africa,1972,0.0
837,Middle Africa,1972,0.0
838,Western Africa,1972,0.0
839,Other Northern Africa,1972,0.0
840,Other Southern Africa,1972,0.0
841,Total Africa,1972,0.0
842,,1972,
843,Australia,1972,0.0
844,Bangladesh,1972,0.0
845,China,1972,0.0
846,China Hong Kong SAR,1972,0.0
847,India,1972,0.009236546000000002
848,Indonesia,1972,0.0
849,Japan,1972,0.0948
850,Malaysia,1972,0.0
851,New Zealand,1972,0.0
852,Pakistan,1972,0.002032924
853,Philippines,1972,0.0
854,Singapore,1972,0.0
855,South Korea,1972,0.0
856,Sri Lanka,1972,0.0
857,Taiwan,1972,0.0
858,Thailand,1972,0.0
859,Vietnam,1972,0.0
860,Other Asia Pacific,1972,0.0
861,Total Asia Pacific,1972,0.10606947
862,,1972,
863,Total World,1972,1.5217514884210526
864,,1973,
865,Canada,1973,0.15253999999999998
866,Mexico,1973,0.0
867,US,1973,0.8787311894736842
868,Total North America,1973,1.0312711894736841
869,,1973,
870,Argentina,1973,0.0
871,Brazil,1973,0.0
872,Chile,1973,0.0
873,Colombia,1973,0.0
874,Ecuador,1973,0.0
875,Peru,1973,0.0
876,Trinidad & Tobago,1973,0.0
877,Venezuela,1973,0.0
878,Central America,1973,0.00046
879,Other Caribbean,1973,0.0
880,Other South America,1973,0.0
881,Total S. & Cent. America,1973,0.00046
882,,1973,
883,Austria,1973,0.0
884,Belgium,1973,0.0007599999999999999
885,Bulgaria,1973,0.0
886,Croatia,1973,
887,Cyprus,1973,0.0
888,Czech Republic,1973,0.0
889,Denmark,1973,0.0
890,Estonia,1973,
891,Finland,1973,0.0
892,France,1973,0.14751
893,Germany,1973,0.12106
894,Greece,1973,0.0
895,Hungary,1973,0.0
896,Iceland,1973,0.0
897,Ireland,1973,0.0
898,Italy,1973,0.03142
899,Latvia,1973,
900,Lithuania,1973,
901,Luxembourg,1973,0.0
902,Netherlands,1973,0.011080000000000001
903,North Macedonia,1973,
904,Norway,1973,0.0
905,Poland,1973,0.0
906,Portugal,1973,0.0
907,Romania,1973,0.0
908,Slovakia,1973,0.00232
909,Slovenia,1973,
910,Spain,1973,0.06545000000000001
911,Sweden,1973,0.02111
912,Switzerland,1973,0.0631
913,Turkey,1973,0.0
914,Ukraine,1973,
915,United Kingdom,1973,0.27997000000000005
916,Other Europe,1973,0.0
917,Total Europe,1973,0.7437800000000001
918,,1973,
919,Azerbaijan,1973,
920,Belarus,1973,
921,Kazakhstan,1973,
922,Russian Federation,1973,
923,Turkmenistan,1973,
924,USSR,1973,0.143100172
925,Uzbekistan,1973,
926,Other CIS,1973,
927,Total CIS,1973,0.143100172
928,,1973,
929,Iran,1973,0.0
930,Iraq,1973,0.0
931,Israel,1973,0.0
932,Kuwait,1973,0.0
933,Oman,1973,0.0
934,Qatar,1973,0.0
935,Saudi Arabia,1973,0.0
936,United Arab Emirates,1973,0.0
937,Other Middle East,1973,0.0
938,Total Middle East,1973,0.0
939,,1973,
940,Algeria,1973,0.0
941,Egypt,1973,0.0
942,Morocco,1973,0.0
943,South Africa,1973,0.0
944,Eastern Africa,1973,0.0
945,Middle Africa,1973,0.0
946,Western Africa,1973,0.0
947,Other Northern Africa,1973,0.0
948,Other Southern Africa,1973,0.0
949,Total Africa,1973,0.0
950,,1973,
951,Australia,1973,0.0
952,Bangladesh,1973,0.0
953,China,1973,0.0
954,China Hong Kong SAR,1973,0.0
955,India,1973,0.019533748000000004
956,Indonesia,1973,0.0
957,Japan,1973,0.09707000000000002
958,Malaysia,1973,0.0
959,New Zealand,1973,0.0
960,Pakistan,1973,0.0038006840000000012
961,Philippines,1973,0.0
962,Singapore,1973,0.0
963,South Korea,1973,0.0
964,Sri Lanka,1973,0.0
965,Taiwan,1973,0.0
966,Thailand,1973,0.0
967,Vietnam,1973,0.0
968,Other Asia Pacific,1973,0.0
