,region,year,consumption_exajoules
89,China,1965,0.22097000000000003
90,China Hong Kong SAR,1965,0.0
91,India,1965,0.19166937800000003
92,Indonesia,1965,0.018252122000000003
93,Japan,1965,0.7607
94,Malaysia,1965,0.00587
95,New Zealand,1965,0.10018779800000005
96,Pakistan,1965,0.021964418000000003
97,Philippines,1965,0.0155
98,Singapore,1965,0.0
99,South Korea,1965,0.00710427
100,Sri Lanka,1965,0.00365
101,Taiwan,1965,0.025860000000000005
102,Thailand,1965,0.00841
103,Vietnam,1965,0.0034
104,Other Asia Pacific,1965,0.10046000000000001
105,Total Asia Pacific,1965,1.560895546
106,,1965,
107,Total World,1965,9.231979238513945
108,,1966,
109,Canada,1966,1.31
110,Mexico,1966,0.10118000000000002
111,US,1966,1.999369070707071
112,Total North America,1966,3.410549070707071
113,,1966,
114,Argentina,1966,0.012410000000000003
115,Brazil,1966,0.27906
116,Chile,1966,0.04168000000000001
117,Colombia,1966,0.03937219368323266
118,Ecuador,1966,0.00285
119,Peru,1966,0.028270000000000003
120,Trinidad & Tobago,1966,0.0
121,Venezuela,1966,0.013949999999999999
122,Central America,1966,0.014930000000000002
123,Other Caribbean,1966,0.00413
124,Other South America,1966,0.023360732649666344
125,Total S. & Cent. America,1966,0.4600129263328989
126,,1966,
127,Austria,1966,0.17331
128,Belgium,1966,0.002989999999999999
129,Bulgaria,1966,0.020100000000000003
130,Croatia,1966,
131,Cyprus,1966,0.0
132,Czech Republic,1966,0.021036343999999995
133,Denmark,1966,0.0002600000000000001
134,Estonia,1966,
135,Finland,1966,0.10380808080808082
136,France,1966,0.522084692
137,Germany,1966,0.175339978
138,Greece,1966,0.0173
139,Hungary,1966,0.001
140,Iceland,1966,0.0062389999999999815
141,Ireland,1966,0.0084899
142,Italy,1966,0.43720000000000003
143,Latvia,1966,
144,Lithuania,1966,
145,Luxembourg,1966,0.0007775899999999999
146,Netherlands,1966,0.0
147,North Macedonia,1966,
148,Norway,1966,0.48744
149,Poland,1966,0.008960000000000003
150,Portugal,1966,0.05276
151,Romania,1966,0.01035
152,Slovakia,1966,0.021301508000000004
153,Slovenia,1966,
154,Spain,1966,0.27258
155,Sweden,1966,0.45489
156,Switzerland,1966,0.27518608
157,Turkey,1966,0.023381
158,Ukraine,1966,
159,United Kingdom,1966,0.045360000000000004
160,Other Europe,1966,0.10355472116
161,Total Europe,1966,3.245698893968081
162,,1966,
163,Azerbaijan,1966,
164,Belarus,1966,
165,Kazakhstan,1966,
166,Russian Federation,1966,
167,Turkmenistan,1966,
168,USSR,1966,0.9182300000000001
169,Uzbekistan,1966,
170,Other CIS,1966,
171,Total CIS,1966,0.9182300000000001
172,,1966,
173,Iran,1966,0.018473092000000003
174,Iraq,1966,0.000928074
175,Israel,1966,0.0
176,Kuwait,1966,0.0
177,Oman,1966,0.0
178,Qatar,1966,0.0
179,Saudi Arabia,1966,0.0
180,United Arab Emirates,1966,0.0
181,Other Middle East,1966,0.006060000000000001
182,Total Middle East,1966,0.025461166000000004
183,,1966,
184,Algeria,1966,0.0035499999999999998
185,Egypt,1966,0.018252122000000003
186,Morocco,1966,0.010539999999999999
187,South Africa,1966,0.00036
188,Eastern Africa,1966,0.07167577180555998
189,Middle Africa,1966,0.04093
190,Western Africa,1966,0.009312147569549999
191,Other Northern Africa,1966,0.00027
192,Other Southern Africa,1966,0.00021
193,Total Africa,1966,0.15510004137511002
194,,1966,
195,Australia,1966,0.07345042800000001
196,Bangladesh,1966,0.0
197,China,1966,0.22485907200000002
198,China Hong Kong SAR,1966,0.0
199,India,1966,0.20015462600000003
200,Indonesia,1966,0.023732178000000003
201,Japan,1966,0.7935000000000001
202,Malaysia,1966,0.006920000000000001
203,New Zealand,1966,0.10805433000000002
204,Pakistan,1966,0.021964418000000003
205,Philippines,1966,0.0152
206,Singapore,1966,0.0
207,South Korea,1966,0.009853220000000001
208,Sri Lanka,1966,0.0039900000000000005
209,Taiwan,1966,0.02661
210,Thailand,1966,0.01064
211,Vietnam,1966,0.0039
212,Other Asia Pacific,1966,0.10028999999999999
213,Total Asia Pacific,1966,1.6231182720000004
214,,1966,
215,Total World,1966,9.838170370383157
216,,1967,
217,Canada,1967,1.33924
218,Mexico,1967,0.11017
219,US,1967,2.2722081313131315
220,Total North America,1967,3.7216181313131314
221,,1967,
222,Argentina,1967,0.012710000000000003
223,Brazil,1967,0.29189
224,Chile,1967,0.04255
225,Colombia,1967,0.043892537389688846
226,Ecuador,1967,0.0031400000000000004
227,Peru,1967,0.03168
228,Trinidad & Tobago,1967,0.0
229,Venezuela,1967,0.016360000000000003
230,Central America,1967,0.01686
231,Other Caribbean,1967,0.0032199999999999998
232,Other South America,1967,0.024306617776639554
233,Total S. & Cent. America,1967,0.48660915516632836
234,,1967,
235,Austria,1967,0.17698000000000003
236,Belgium,1967,0.00238
237,Bulgaria,1967,0.020220000000000002
238,Croatia,1967,
239,Cyprus,1967,0.0
240,Czech Republic,1967,0.018959226000000003
241,Denmark,1967,0.00025
242,Estonia,1967,
243,Finland,1967,0.11629292929292931
244,France,1967,0.4537765740000001
245,Germany,1967,0.166523118
246,Greece,1967,0.016600000000000004
247,Hungary,1967,0.00082
248,Iceland,1967,0.006644999999999982
249,Ireland,1967,0.008024700000000001
250,Italy,1967,0.4234
251,Latvia,1967,
252,Lithuania,1967,
253,Luxembourg,1967,0.0008775700000000011
254,Netherlands,1967,0.0
255,North Macedonia,1967,
256,Norway,1967,0.53301
257,Poland,1967,0.00957
258,Portugal,1967,0.054810000000000005
259,Romania,1967,0.014760000000000002
260,Slovakia,1967,0.018252122000000003
261,Slovenia,1967,
262,Spain,1967,0.22657
263,Sweden,1967,0.4928600000000001
264,Switzerland,1967,0.29850212400000004
265,Turkey,1967,0.023818000000000006
266,Ukraine,1967,
267,United Kingdom,1967,0.048850000000000005
268,Other Europe,1967,0.11187607381999999
269,Total Europe,1967,3.24462743711293
270,,1967,
271,Azerbaijan,1967,
272,Belarus,1967,
273,Kazakhstan,1967,
274,Russian Federation,1967,
275,Turkmenistan,1967,
276,USSR,1967,0.88571
277,Uzbekistan,1967,
278,Other CIS,1967,
279,Total CIS,1967,0.88571
280,,1967,
281,Iran,1967,0.019887300000000004
282,Iraq,1967,0.0010606560000000003
283,Israel,1967,0.0
284,Kuwait,1967,0.0
285,Oman,1967,0.0
286,Qatar,1967,0.0
287,Saudi Arabia,1967,0.0
288,United Arab Emirates,1967,0.0
289,Other Middle East,1967,0.007340000000000001
290,Total Middle East,1967,0.028287956000000003
291,,1967,
292,Algeria,1967,0.0040999999999999995
293,Egypt,1967,0.019666330000000006
294,Morocco,1967,0.009320000000000002
295,South Africa,1967,0.0002600000000000001
296,Eastern Africa,1967,0.07010666915489
297,Middle Africa,1967,0.03846000000000001
298,Western Africa,1967,0.01934336443615
299,Other Northern Africa,1967,0.00037
300,Other Southern Africa,1967,0.00028000000000000003
301,Total Africa,1967,0.16190636359104002
302,,1967,
303,Australia,1967,0.07605787400000001
304,Bangladesh,1967,0.0
305,China,1967,0.19383488399999999
306,China Hong Kong SAR,1967,0.0
307,India,1967,0.22397519200000002
308,Indonesia,1967,0.026648982000000005
309,Japan,1967,0.6855
310,Malaysia,1967,0.00725
311,New Zealand,1967,0.11220856600000001
312,Pakistan,1967,0.026030266000000003
313,Philippines,1967,0.016800000000000002
314,Singapore,1967,0.0
315,South Korea,1967,0.00953171
316,Sri Lanka,1967,0.0040999999999999995
317,Taiwan,1967,0.02634
318,Thailand,1967,0.013680000000000001
319,Vietnam,1967,0.0043
320,Other Asia Pacific,1967,0.10241
321,Total Asia Pacific,1967,1.5286674740000001
322,,1967,
323,Total World,1967,10.057426517183432
324,,1968,
325,Canada,1968,1.362
326,Mexico,1968,0.12642
327,US,1968,2.28154705050505
328,Total North America,1968,3.76996705050505
329,,1968,
330,Argentina,1968,0.014980000000000002
331,Brazil,1968,0.3055
332,Chile,1968,0.03565
333,Colombia,1968,0.048910118903855083
334,Ecuador,1968,0.00328
335,Peru,1968,0.034
336,Trinidad & Tobago,1968,0.0
337,Venezuela,1968,0.027480000000000004
338,Central America,1968,0.01865
339,Other Caribbean,1968,0.0033100000000000004
340,Other South America,1968,0.02571001079741345
341,Total S. & Cent. America,1968,0.5174701297012685
342,,1968,
343,Austria,1968,0.18184999999999998
344,Belgium,1968,0.00244
345,Bulgaria,1968,0.01305
346,Croatia,1968,
347,Cyprus,1968,0.0
348,Czech Republic,1968,0.014672408000000001
349,Denmark,1968,0.00021
350,Estonia,1968,
351,Finland,1968,0.10488888888888892
352,France,1968,0.504226122
353,Germany,1968,0.16898990800000008
354,Greece,1968,0.013680000000000001
355,Hungary,1968,0.0008900000000000001
356,Iceland,1968,0.006868999999999982
357,Ireland,1968,0.007675800000000001
358,Italy,1968,0.42677000000000004
359,Latvia,1968,
360,Lithuania,1968,
361,Luxembourg,1968,0.0008963199999999982
362,Netherlands,1968,0.0
363,North Macedonia,1968,
364,Norway,1968,0.60205
365,Poland,1968,0.010049999999999998
366,Portugal,1968,0.05188
367,Romania,1968,0.015619999999999998
368,Slovakia,1968,0.016749526000000004
369,Slovenia,1968,
370,Spain,1968,0.24388
371,Sweden,1968,0.48739
372,Switzerland,1968,0.2951533800000001
373,Turkey,1968,0.031748000000000005
374,Ukraine,1968,
375,United Kingdom,1968,0.037219999999999996
376,Other Europe,1968,0.12351742648000001
377,Total Europe,1968,3.3623667793688887
378,,1968,
379,Azerbaijan,1968,
380,Belarus,1968,
381,Kazakhstan,1968,
382,Russian Federation,1968,
383,Turkmenistan,1968,
384,USSR,1968,1.0404
385,Uzbekistan,1968,
386,Other CIS,1968,
387,Total CIS,1968,1.0404
388,,1968,
389,Iran,1968,0.021389896
390,Iraq,1968,0.0012816260000000001
391,Israel,1968,0.0
392,Kuwait,1968,0.0
393,Oman,1968,0.0
394,Qatar,1968,0.0
395,Saudi Arabia,1968,0.0
396,United Arab Emirates,1968,0.0
397,Other Middle East,1968,0.008140000000000001
398,Total Middle East,1968,0.030811522
399,,1968,
400,Algeria,1968,0.0056300000000000005
401,Egypt,1968,0.030007726000000002
402,Morocco,1968,0.01058
403,South Africa,1968,0.00024
404,Eastern Africa,1968,0.07197782812209999
405,Middle Africa,1968,0.04012
406,Western Africa,1968,0.030147851526240003
407,Other Northern Africa,1968,0.00033000000000000005
408,Other Southern Africa,1968,0.00035000000000000005
409,Total Africa,1968,0.18938340564834005
410,,1968,
411,Australia,1968,0.07950500600000002
412,Bangladesh,1968,0.0
413,China,1968,0.22870395000000007
414,China Hong Kong SAR,1968,0.0
415,India,1968,0.25849070600000007
416,Indonesia,1968,0.03292453
417,Japan,1968,0.7345
418,Malaysia,1968,0.00804
419,New Zealand,1968,0.11773281600000005
420,Pakistan,1968,0.031289352
421,Philippines,1968,0.0172
422,Singapore,1968,0.0
423,South Korea,1968,0.009294829999999999
424,Sri Lanka,1968,0.00474
425,Taiwan,1968,0.03864
426,Thailand,1968,0.01405
427,Vietnam,1968,0.0048
428,Other Asia Pacific,1968,0.10258000000000002
429,Total Asia Pacific,1968,1.68249119
430,,1968,
431,Total World,1968,10.592890077223549
432,,1969,
433,Canada,1969,1.5063800000000005
434,Mexico,1969,0.13406
435,US,1969,2.5602852222222223
436,Total North America,1969,4.200725222222223
437,,1969,
438,Argentina,1969,0.01344
439,Brazil,1969,0.32692
440,Chile,1969,0.040240000000000005
441,Colombia,1969,0.054379734788667
442,Ecuador,1969,0.0036399999999999996
443,Peru,1969,0.03701
444,Trinidad & Tobago,1969,0.0
445,Venezuela,1969,0.0319
446,Central America,1969,0.02065
447,Other Caribbean,1969,0.00352
448,Other South America,1969,0.026831954919234256
449,Total S. & Cent. America,1969,0.5585316897079012
450,,1969,
451,Austria,1969,0.16718
452,Belgium,1969,0.0023
453,Bulgaria,1969,0.01839
454,Croatia,1969,
455,Cyprus,1969,0.0
456,Czech Republic,1969,0.011976574000000002
457,Denmark,1969,0.00021999999999999998
458,Estonia,1969,
459,Finland,1969,0.08745454545454545
460,France,1969,0.5294208960000001
461,Germany,1969,0.13713477800000004
462,Greece,1969,0.020550000000000006
463,Hungary,1969,0.00095
464,Iceland,1969,0.008600999999999977
465,Ireland,1969,0.005815000000000002
466,Italy,1969,0.41166
467,Latvia,1969,
468,Lithuania,1969,
469,Luxembourg,1969,0.0007799699999999979
470,Netherlands,1969,0.0
471,North Macedonia,1969,
472,Norway,1969,0.57371
473,Poland,1969,0.008100000000000001
474,Portugal,1969,0.06311
475,Romania,1969,0.022170000000000006
476,Slovakia,1969,0.013037230000000002
477,Slovenia,1969,
478,Spain,1969,0.30603
479,Sweden,1969,0.41830000000000006
480,Switzerland,1969,0.282451314
481,Turkey,1969,0.034449
482,Ukraine,1969,
483,United Kingdom,1969,0.032560000000000006
484,Other Europe,1969,0.15340877914000003
485,Total Europe,1969,3.3097590865945468
486,,1969,
487,Azerbaijan,1969,
488,Belarus,1969,
489,Kazakhstan,1969,
490,Russian Federation,1969,
491,Turkmenistan,1969,
492,USSR,1969,1.15181
493,Uzbekistan,1969,
494,Other CIS,1969,
495,Total CIS,1969,1.15181
496,,1969,
497,Iran,1969,0.023025074000000006
498,Iraq,1969,0.0014142080000000001
499,Israel,1969,0.0
500,Kuwait,1969,0.0
501,Oman,1969,0.0
502,Qatar,1969,0.0
503,Saudi Arabia,1969,0.0
504,United Arab Emirates,1969,0.0
505,Other Middle East,1969,0.00952
506,Total Middle East,1969,0.03395928200000001
507,,1969,
508,Algeria,1969,0.00361
509,Egypt,1969,0.039907182000000006
510,Morocco,1969,0.013680000000000001
511,South Africa,1969,0.00021
512,Eastern Africa,1969,0.07911901586727002
513,Middle Africa,1969,0.0436
514,Western Africa,1969,0.0399126983409
515,Other Northern Africa,1969,0.00039000000000000005
516,Other Southern Africa,1969,0.00058
517,Total Africa,1969,0.22100889620817002
518,,1969,
519,Australia,1969,0.08684121
520,Bangladesh,1969,0.0
521,China,1969,0.23259302200000004
522,China Hong Kong SAR,1969,0.0
523,India,1969,0.28699583600000006
524,Indonesia,1969,0.034427126
525,Japan,1969,0.7535000000000001
526,Malaysia,1969,0.01014
527,New Zealand,1969,0.11636280200000002
528,Pakistan,1969,0.03301291800000001
529,Philippines,1969,0.01815
530,Singapore,1969,0.0
531,South Korea,1969,0.014285120000000002
532,Sri Lanka,1969,0.005490000000000001
533,Taiwan,1969,0.030520000000000002
534,Thailand,1969,0.010460000000000002
535,Vietnam,1969,0.005400000000000001
536,Other Asia Pacific,1969,0.10346
537,Total Asia Pacific,1969,1.7416380340000004
538,,1969,
539,Total World,1969,11.217432210732841
540,,1970,
541,Canada,1970,1.5813700000000002
542,Mexico,1970,0.15005000000000002
543,US,1970,2.534923656565657
544,Total North America,1970,4.266343656565658
545,,1970,
546,Argentina,1970,0.015550000000000001
547,Brazil,1970,0.39801000000000003
548,Chile,1970,0.04307
549,Colombia,1970,0.06052740222944721
550,Ecuador,1970,0.00405
551,Peru,1970,0.03536
552,Trinidad & Tobago,1970,0.0
553,Venezuela,1970,0.04104
554,Central America,1970,0.023407000000000004
555,Other Caribbean,1970,0.00419
556,Other South America,1970,0.031176212084932695
557,Total S. & Cent. America,1970,0.6563806143143797
558,,1970,
559,Austria,1970,0.212897
560,Belgium,1970,0.00246
561,Bulgaria,1970,0.021520000000000004
562,Croatia,1970,
563,Cyprus,1970,0.0
564,Czech Republic,1970,0.017103078
565,Denmark,1970,0.00024
566,Estonia,1970,
567,Finland,1970,0.09524242424242425
568,France,1970,0.5668148260000001
569,Germany,1970,0.175336782
570,Greece,1970,0.02636
571,Hungary,1970,0.0008799999999999999
572,Iceland,1970,0.01412899999999996
573,Ireland,1970,0.008024700000000001
574,Italy,1970,0.4037300000000001
575,Latvia,1970,
576,Lithuania,1970,
577,Luxembourg,1970,0.0008621399999999991
578,Netherlands,1970,0.0
579,North Macedonia,1970,
580,Norway,1970,0.57808
581,Poland,1970,0.017709999999999997
582,Portugal,1970,0.05804000000000001
583,Romania,1970,0.027730000000000005
584,Slovakia,1970,0.019666330000000006
585,Slovenia,1970,
586,Spain,1970,0.27771999999999997
587,Sweden,1970,0.41489
588,Switzerland,1970,0.2917262760000001
589,Turkey,1970,0.030328000000000008
590,Ukraine,1970,
591,United Kingdom,1970,0.045360000000000004
592,Other Europe,1970,0.15393013179999998
593,Total Europe,1970,3.4607806880424254
594,,1970,
595,Azerbaijan,1970,
596,Belarus,1970,
597,Kazakhstan,1970,
598,Russian Federation,1970,
599,Turkmenistan,1970,
600,USSR,1970,1.24377
601,Uzbekistan,1970,
602,Other CIS,1970,
603,Total CIS,1970,1.24377
604,,1970,
605,Iran,1970,0.024792834000000007
606,Iraq,1970,0.0017235660000000002
607,Israel,1970,0.0
608,Kuwait,1970,0.0
609,Oman,1970,0.0
610,Qatar,1970,0.0
611,Saudi Arabia,1970,0.0
612,United Arab Emirates,1970,0.0
613,Other Middle East,1970,0.00928
614,Total Middle East,1970,0.035796400000000006
615,,1970,
616,Algeria,1970,0.0058
617,Egypt,1970,0.046889834
618,Morocco,1970,0.013460000000000003
619,South Africa,1970,0.00025
620,Eastern Africa,1970,0.11339996030781997
621,Middle Africa,1970,0.048650000000000006
622,Western Africa,1970,0.0464745038477
623,Other Northern Africa,1970,0.00041
624,Other Southern Africa,1970,0.0009699999999999999
625,Total Africa,1970,0.2763042981555201
626,,1970,
627,Australia,1970,0.10170687
628,Bangladesh,1970,0.0
629,China,1970,0.24037116600000002
630,China Hong Kong SAR,1970,0.0
631,India,1970,0.30436407800000004
632,Indonesia,1970,0.041851717999999996
633,Japan,1970,0.7540000000000002
634,Malaysia,1970,0.01202
635,New Zealand,1970,0.12670419800000002
636,Pakistan,1970,0.029212234000000004
637,Philippines,1970,0.02097
638,Singapore,1970,0.0
639,South Korea,1970,0.012206840000000002
640,Sri Lanka,1970,0.007403000000000001
641,Taiwan,1970,0.02865
642,Thailand,1970,0.017870000000000004
643,Vietnam,1970,0.006
644,Other Asia Pacific,1970,0.10377
645,Total Asia Pacific,1970,1.807100104
646,,1970,
647,Total World,1970,11.74647576107798
648,,1971,
649,Canada,1971,1.6246100000000003
650,Mexico,1971,0.14572000000000002
651,US,1971,2.7225399898989897
652,Total North America,1971,4.49286998989899
653,,1971,
654,Argentina,1971,0.01544
655,Brazil,1971,0.43199
656,Chile,1971,0.04809000000000001
657,Colombia,1971,0.06423408406874127
658,Ecuador,1971,0.0044
659,Peru,1971,0.04286000000000001
660,Trinidad & Tobago,1971,0.0
661,Venezuela,1971,0.053899999999999997
662,Central America,1971,0.023249
663,Other Caribbean,1971,0.009220000000000002
664,Other South America,1971,0.03727174428170985
665,Total S. & Cent. America,1971,0.7306548283504513
666,,1971,
667,Austria,1971,0.168201
668,Belgium,1971,0.00134
669,Bulgaria,1971,0.0217
670,Croatia,1971,
671,Cyprus,1971,0.0
672,Czech Republic,1971,0.012080000000000002
673,Denmark,1971,0.00024
674,Estonia,1971,
675,Finland,1971,0.1068080808080808
676,France,1971,0.48856725200000006
677,Germany,1971,0.134551882
678,Greece,1971,0.026520000000000002
679,Hungary,1971,0.00096
680,Iceland,1971,0.015395999999999958
681,Ireland,1971,0.004652000000000001
682,Italy,1971,0.39078999999999997
683,Latvia,1971,
684,Lithuania,1971,
685,Luxembourg,1971,0.00048729999999999954
686,Netherlands,1971,0.0
687,North Macedonia,1971,
688,Norway,1971,0.63245
689,Poland,1971,0.015690000000000006
690,Portugal,1971,0.061700000000000005
691,Romania,1971,0.044950000000000004
692,Slovakia,1971,0.014760000000000002
693,Slovenia,1971,
694,Spain,1971,0.31816000000000005
695,Sweden,1971,0.5201200000000001
696,Switzerland,1971,0.2904372600000001
697,Turkey,1971,0.026102
698,Ukraine,1971,
699,United Kingdom,1971,0.03373
700,Other Europe,1971,0.16523876598
701,Total Europe,1971,3.4956315407880814
702,,1971,
703,Azerbaijan,1971,
704,Belarus,1971,
705,Kazakhstan,1971,
706,Russian Federation,1971,
707,Turkmenistan,1971,
708,USSR,1971,1.26099
709,Uzbekistan,1971,
710,Other CIS,1971,
711,Total CIS,1971,1.26099
712,,1971,
713,Iran,1971,0.026648982000000005
714,Iraq,1971,0.002
715,Israel,1971,0.0
716,Kuwait,1971,0.0
717,Oman,1971,0.0
718,Qatar,1971,0.0
719,Saudi Arabia,1971,0.0
720,United Arab Emirates,1971,0.0
721,Other Middle East,1971,0.0089
722,Total Middle East,1971,0.03754898200000001
723,,1971,
724,Algeria,1971,0.0033
725,Egypt,1971,0.05046954800000001
726,Morocco,1971,0.0152
727,South Africa,1971,0.0011200000000000001
728,Eastern Africa,1971,0.08903069341044
729,Middle Africa,1971,0.0519
730,Western Africa,1971,0.0476436676305
731,Other Northern Africa,1971,0.0005
732,Other Southern Africa,1971,0.0009699999999999999
733,Total Africa,1971,0.2601339090409401
734,,1971,
735,Australia,1971,0.11507442800000002
736,Bangladesh,1971,0.0
737,China,1971,0.290752326
738,China Hong Kong SAR,1971,0.0
739,India,1971,0.3338414760000001
740,Indonesia,1971,0.013788528000000001
741,Japan,1971,0.842
742,Malaysia,1971,0.010460000000000002
743,New Zealand,1971,0.14393985800000003
744,Pakistan,1971,0.038139422000000006
745,Philippines,1971,0.01933
746,Singapore,1971,0.0
747,South Korea,1971,0.01319976
748,Sri Lanka,1971,0.008255
749,Taiwan,1971,0.030910000000000003
750,Thailand,1971,0.02048
751,Vietnam,1971,0.0061400000000000005
752,Other Asia Pacific,1971,0.10651000000000001
753,Total Asia Pacific,1971,1.992820798
754,,1971,
755,Total World,1971,12.270650048078469
756,,1972,
757,Canada,1972,1.81639
758,Mexico,1972,0.15531
759,US,1972,2.7871598787878793
760,Total North America,1972,4.758859878787879
761,,1972,
762,Argentina,1972,0.01504
763,Brazil,1972,0.5068100000000001
764,Chile,1972,0.0573
765,Colombia,1972,0.0711502099396191
766,Ecuador,1972,0.00445
767,Peru,1972,0.04435000000000001
768,Trinidad & Tobago,1972,0.0
769,Venezuela,1972,0.060200000000000004
770,Central America,1972,0.024749
771,Other Caribbean,1972,0.009290000000000001
772,Other South America,1972,0.03360120149177865
773,Total S. & Cent. America,1972,0.826940411431398
774,,1972,
775,Austria,1972,0.172876
776,Belgium,1972,0.0017999999999999986
777,Bulgaria,1972,0.020950000000000003
778,Croatia,1972,
779,Cyprus,1972,0.0
780,Czech Republic,1972,0.01264
781,Denmark,1972,0.00024
782,Estonia,1972,
783,Finland,1972,0.1037979797979798
784,France,1972,0.48831467
785,Germany,1972,0.132058944
786,Greece,1972,0.026770000000000002
787,Hungary,1972,0.0011
788,Iceland,1972,0.017025999999999954
789,Ireland,1972,0.0068617
790,Italy,1972,0.41347999999999996
791,Latvia,1972,
792,Lithuania,1972,
793,Luxembourg,1972,0.0005746199999999996
794,Netherlands,1972,0.0
795,North Macedonia,1972,
796,Norway,1972,0.67417
797,Poland,1972,0.01503
798,Portugal,1972,0.07086000000000002
799,Romania,1972,0.07343000000000001
800,Slovakia,1972,0.015460000000000003
801,Slovenia,1972,
802,Spain,1972,0.35468999999999995
803,Sweden,1972,0.53743
804,Switzerland,1972,0.24234033600000002
805,Turkey,1972,0.032042
806,Ukraine,1972,
807,United Kingdom,1972,0.03373
808,Other Europe,1972,0.19065740015999996
809,Total Europe,1972,3.6383296499579805
810,,1972,
811,Azerbaijan,1972,
812,Belarus,1972,
813,Kazakhstan,1972,
814,Russian Federation,1972,
815,Turkmenistan,1972,
816,USSR,1972,1.22899
817,Uzbekistan,1972,
818,Other CIS,1972,
819,Total CIS,1972,1.22899
820,,1972,
821,Iran,1972,0.03500164800000001
822,Iraq,1972,0.002
823,Israel,1972,0.0
824,Kuwait,1972,0.0
825,Oman,1972,0.0
826,Qatar,1972,0.0
827,Saudi Arabia,1972,0.0
828,United Arab Emirates,1972,0.0
829,Other Middle East,1972,0.008690000000000002
830,Total Middle East,1972,0.045691648000000015
831,,1972,
832,Algeria,1972,0.00495
833,Egypt,1972,0.051618592000000005
834,Morocco,1972,0.015960000000000002
835,South Africa,1972,0.00834
836,Eastern Africa,1972,0.10891284238176002
837,Middle Africa,1972,0.0531
838,Western Africa,1972,0.051770529772
839,Other Northern Africa,1972,0.00053
840,Other Southern Africa,1972,0.00115
841,Total Africa,1972,0.29633196415376006
842,,1972,
843,Australia,1972,0.11553314400000003
844,Bangladesh,1972,0.0017500000000000005
845,China,1972,0.329510464
846,China Hong Kong SAR,1972,0.0
847,India,1972,0.3240304080000001
848,Indonesia,1972,0.012330126000000004
849,Japan,1972,0.851
850,Malaysia,1972,0.01154
851,New Zealand,1972,0.15264607600000002
852,Pakistan,1972,0.04012815200000001
853,Philippines,1972,0.02207
854,Singapore,1972,0.0
855,South Korea,1972,0.013680760000000004
856,Sri Lanka,1972,0.008471000000000001
857,Taiwan,1972,0.036359999999999996
858,Thailand,1972,0.01728
859,Vietnam,1972,0.00422
860,Other Asia Pacific,1972,0.11061
861,Total Asia Pacific,1972,2.05116013
862,,1972,
863,Total World,1972,12.846303682331019
